grid_ID,Y_centroid_UTM_lat,X_centroid_UTM_lon,sst_clim,chlor_clim,bath,bath_buff_500
1143,6339143.021,514688.5633,7.3320117,7.947487831,-660,-638
1144,6339143.021,515913.5633,7.3320117,7.947487831,-751,-770.5
1145,6339143.021,517138.5633,7.3320117,7.947487831,-814,-808.5
1146,6339143.021,518363.5633,7.026545048,7.689593792,-769,-794
1147,6339143.021,519588.5633,7.026545048,7.689593792,-505,-409
1148,6339143.021,520813.5633,7.026545048,7.689593792,-106,-138
1149,6339132.506,521811.5351,7.026545048,7.689593792,51,26
1150,6339811.025,509996.1139,7.140688419,4.882279873,2,-27
1151,6339781.021,511013.5633,7.140688419,4.882279873,-137,-174.5
1152,6339781.021,512238.5633,7.140688419,4.882279873,-381,-381
1153,6339781.021,513463.5633,7.3320117,7.947487831,-524,-524
1154,6339781.021,514688.5633,7.3320117,7.947487831,-678,-656.5
1155,6339781.021,515913.5633,7.3320117,7.947487831,-763,-763
1156,6339781.021,517138.5633,7.3320117,7.947487831,-833,-826
1157,6339781.021,518363.5633,7.026545048,7.689593792,-813,-813
1158,6339781.021,519588.5633,7.026545048,7.689593792,-727,-542
1159,6339781.021,520813.5633,7.026545048,7.689593792,-127,-127
1160,6339745.763,521682.639,7.026545048,7.689593792,74,74
1161,6340631.21,509071.3122,7.409576893,6.327612877,-3,1
1162,6340456.058,509873.1926,7.140688419,4.882279873,2,2
1163,6340419.021,511013.5633,7.140688419,4.882279873,-137,-174.5
1164,6340419.021,512238.5633,7.140688419,4.882279873,-381,-338
1165,6340419.021,513463.5633,7.3320117,7.947487831,-524,-556
1166,6340419.021,514688.5633,7.3320117,7.947487831,-678,-656.5
1167,6340419.021,515913.5633,7.3320117,7.947487831,-763,-763
1168,6340419.021,517138.5633,7.3320117,7.947487831,-833,-826
1169,6340419.021,518363.5633,7.026545048,7.689593792,-813,-813
1170,6340419.021,519588.5633,7.026545048,7.689593792,-727,-542
1171,6340419.021,520813.5633,7.026545048,7.689593792,-127,-172.5
1172,6340391.18,521547.0623,7.026545048,7.689593792,14,44
1173,6341109.894,508844.0389,7.409576893,6.327612877,5,1
1174,6341057.021,509788.5633,7.409576893,6.327612877,1,-1
1175,6341057.021,511013.5633,7.409576893,6.327612877,-198,-229
1176,6341057.021,512238.5633,7.409576893,6.327612877,-424,-380.5
1177,6341057.021,513463.5633,7.125737667,6.897724628,-561,-594.5
1178,6341057.021,514688.5633,7.125737667,6.897724628,-691,-672.5
1179,6341057.021,515913.5633,7.125737667,6.897724628,-773,-795
1180,6341057.021,517138.5633,7.125737667,6.897724628,-850,-842
1181,6341057.021,518363.5633,6.764392376,NA,-827,-844.5
1182,6341057.021,519588.5633,6.764392376,NA,-664,-543
1183,6341057.021,520813.5633,6.764392376,NA,9,-129.5
1184,6341022.851,521498.2958,6.764392376,NA,64,85.5
1185,6341434.61,507948.969,7.409576893,6.327612877,131,131
1186,6341669.891,508669.3712,7.409576893,6.327612877,13,7
1187,6341694.436,509789.159,7.409576893,6.327612877,-30,-30
1188,6341695.021,511013.5633,7.409576893,6.327612877,-213,-248
1189,6341695.021,512238.5633,7.409576893,6.327612877,-453,-453
1190,6341695.021,513463.5633,7.125737667,6.897724628,-582,-606.5
1191,6341695.021,514688.5633,7.125737667,6.897724628,-667,-655.5
1192,6341695.021,515913.5633,7.125737667,6.897724628,-769,-769
1193,6341695.021,517138.5633,7.125737667,6.897724628,-856,-848.5
1194,6341695.021,518363.5633,6.764392376,NA,-811,-811
1195,6341695.021,519588.5633,6.764392376,NA,-657,-537.5
1196,6341695.021,520813.5633,6.764392376,NA,5,5
1197,6341685.409,521461.5891,6.764392376,NA,49,49
1198,6342007.836,525065.9043,NA,NA,96,73
1199,6341845.468,525936.3657,NA,NA,27,27
1200,6341847.045,526581.7543,NA,NA,36,36.5
1201,6341928.356,528962.9877,NA,NA,49,69.5
1202,6342211.502,508733.2529,7.409576893,6.327612877,13,7
1203,6342304.408,510011.6458,7.409576893,6.327612877,-30,-71
1204,6342333.021,511013.5633,7.409576893,6.327612877,-213,-248
1205,6342333.021,512238.5633,7.409576893,6.327612877,-453,-453
1206,6342333.021,513463.5633,7.125737667,6.897724628,-582,-582
1207,6342333.021,514688.5633,7.125737667,6.897724628,-667,-655.5
1208,6342333.021,515913.5633,7.125737667,6.897724628,-769,-769
1209,6342333.021,517138.5633,7.125737667,6.897724628,-856,-848.5
1210,6342333.021,518363.5633,6.764392376,NA,-811,-811
1211,6342333.021,519588.5633,6.764392376,NA,-657,-537.5
1212,6342333.021,520813.5633,6.764392376,NA,5,5
1213,6342377.729,521512.0123,6.764392376,NA,49,49
1214,6342377.222,524843.7377,NA,NA,96,96
1215,6342333.021,525713.5633,NA,NA,27,38.5
1216,6342358.124,526899.588,NA,NA,37,37
1217,6342386.114,528188.9113,NA,NA,43,38.5
1218,6342300.059,528920.7431,NA,NA,49,49
1219,6342967.33,510093.9617,7.409576893,6.327612877,-180,-115
1220,6342971.021,511013.5633,7.409576893,6.327612877,-315,-320.5
1221,6342971.021,512238.5633,7.409576893,6.327612877,-464,-415.5
1222,6342971.021,513463.5633,7.125737667,6.897724628,-599,-610.5
1223,6342971.021,514688.5633,7.125737667,6.897724628,-627,-622.5
1224,6342971.021,515913.5633,7.125737667,6.897724628,-752,-781.5
1225,6342971.021,517138.5633,7.125737667,6.897724628,-851,-845
1226,6342971.021,518363.5633,6.764392376,NA,-763,-763
1227,6342971.021,519588.5633,6.764392376,NA,-537,-442
1228,6342971.021,520813.5633,6.764392376,NA,1,-87
1229,6342995.307,521578.0804,6.764392376,NA,33,47
1230,6343092.286,523496.7883,NA,NA,138,117.5
1231,6342989.492,524516.1875,NA,NA,1,-17
1232,6342971.021,525713.5633,NA,NA,-2,-5.5
1233,6342971.021,526938.5633,NA,NA,9,7
1234,6342944.722,528143.2522,NA,NA,6,20
1235,6342886.45,528826.5652,NA,NA,116,75
1236,6343819.101,507310.462,6.983569622,NA,72,92
1237,6343605.089,510115.2387,7.409576893,6.327612877,-247,-139
1238,6343609.021,511013.5633,7.409576893,6.327612877,-469,-402.5
1239,6343609.021,512238.5633,7.409576893,6.327612877,-473,-403
1240,6343609.021,513463.5633,7.125737667,6.897724628,-603,-607
1241,6343609.021,514688.5633,7.125737667,6.897724628,-560,-569
1242,6343609.021,515913.5633,7.125737667,6.897724628,-746,-782
1243,6343609.021,517138.5633,7.125737667,6.897724628,-861,-853
1244,6343609.021,518363.5633,6.764392376,NA,-733,-733
1245,6343609.021,519588.5633,6.764392376,NA,-450,-367.5
1246,6343609.021,520813.5633,6.764392376,NA,-98,-98
1247,6343643.393,521678.0778,6.764392376,NA,44,30
1248,6343626.054,523326.0032,NA,NA,-2,-2
1249,6343609.021,524488.5633,NA,NA,-4,-4
1250,6343609.021,525713.5633,NA,NA,-15,-9
1251,6343597.249,526917.3373,NA,NA,19,19
1252,6343446.413,527947.9987,NA,NA,6,50
1253,6343657.334,528977.9846,NA,NA,83,83
1254,6344152.461,507586.4694,7.409576893,6.327612877,112,92
1255,6344296.355,508568.614,7.409576893,6.327612877,164,164
1256,6344290.73,509843.9408,7.409576893,6.327612877,-31,-15
1257,6344247.021,511013.5633,7.409576893,6.327612877,-469,-469
1258,6344247.021,512238.5633,7.409576893,6.327612877,-473,-473
1259,6344247.021,513463.5633,7.125737667,6.897724628,-603,-603
1260,6344247.021,514688.5633,7.125737667,6.897724628,-560,-560
1261,6344247.021,515913.5633,7.125737667,6.897724628,-746,-746
1262,6344247.021,517138.5633,7.125737667,6.897724628,-861,-853
1263,6344247.021,518363.5633,6.764392376,NA,-733,-733
1264,6344247.021,519588.5633,6.764392376,NA,-450,-367.5
1265,6344247.021,520813.5633,6.764392376,NA,-98,-98
1266,6344269.052,522012.0041,6.764392376,NA,44,44
1267,6344247.021,523263.5633,NA,NA,-2,-2
1268,6344247.021,524488.5633,NA,NA,-4,-4
1269,6344117.061,525604.6839,NA,NA,-3,-9
1270,6344037.65,526598.7172,NA,NA,1,10
1271,6343989.173,529155.3815,NA,NA,83,115
1272,6344608.407,508886.7797,7.409576893,6.327612877,51,38.5
1273,6344844.676,509955.7755,7.409576893,6.327612877,1,-130.5
1274,6344885.021,511013.5633,7.409576893,6.327612877,-408,-327.5
1275,6344885.021,512238.5633,7.409576893,6.327612877,-415,-352
1276,6344885.021,513463.5633,7.125737667,6.897724628,-497,-513
1277,6344885.021,514688.5633,7.125737667,6.897724628,-557,-548
1278,6344885.021,515913.5633,7.125737667,6.897724628,-825,-827
1279,6344885.021,517138.5633,7.125737667,6.897724628,-867,-857
1280,6344885.021,518363.5633,6.764392376,NA,-736,-736
1281,6344885.021,519588.5633,6.764392376,NA,-441,-345
1282,6344885.021,520813.5633,6.764392376,NA,-15,-45.5
1283,6344885.021,522038.5633,6.764392376,NA,8,-13.5
1284,6344885.021,523263.5633,NA,NA,-82,-60
1285,6344859.384,524363.0922,NA,NA,4,1
1286,6344572.413,525108.713,NA,NA,29,47.5
1287,6345782.361,499776.9544,NA,NA,90,80
1288,6345824.447,504900.466,6.70070982,29.55364037,189,206
1289,6345535.082,510021.053,7.541208744,7.53544569,-138,-172
1290,6345523.021,511013.5633,7.541208744,7.53544569,-237,-197.5
1291,6345523.021,512238.5633,7.541208744,7.53544569,-257,-221.5
1292,6345523.021,513463.5633,7.295103073,7.668007851,-410,-434
1293,6345523.021,514688.5633,7.295103073,7.668007851,-587,-551
1294,6345523.021,515913.5633,7.295103073,7.668007851,-786,-800.5
1295,6345523.021,517138.5633,7.295103073,7.668007851,-837,-832.5
1296,6345523.021,518363.5633,6.810066223,5.722949505,-743,-743
1297,6345523.021,519588.5633,6.810066223,5.722949505,-500,-424.5
1298,6345523.021,520813.5633,6.810066223,5.722949505,-94,-147
1299,6345523.021,522038.5633,6.810066223,5.722949505,-61,-49.5
1300,6345523.021,523263.5633,7.344202518,NA,-16,-22.5
1301,6345458.497,524152.2949,7.344202518,NA,98,54
1302,6346207.384,499977.2625,NA,NA,-74,-31.5
1303,6346220.037,505040.8755,6.70070982,29.55364037,13,11.5
1304,6346343.032,505739.0801,6.70070982,29.55364037,41,41
1305,6346419.452,507051.652,6.70070982,29.55364037,102,98
1306,6346172.63,509931.8648,7.541208744,7.53544569,-161,-149.5
1307,6346161.021,511013.5633,7.541208744,7.53544569,-128,-128
1308,6346161.021,512238.5633,7.541208744,7.53544569,-257,-176.5
1309,6346161.021,513463.5633,7.295103073,7.668007851,-410,-372.5
1310,6346161.021,514688.5633,7.295103073,7.668007851,-587,-588
1311,6346161.021,515913.5633,7.295103073,7.668007851,-786,-772
1312,6346161.021,517138.5633,7.295103073,7.668007851,-837,-837
1313,6346161.021,518363.5633,6.810066223,5.722949505,-743,-750.5
1314,6346161.021,519588.5633,6.810066223,5.722949505,-500,-500
1315,6346161.021,520813.5633,6.810066223,5.722949505,-94,-94
1316,6346161.021,522038.5633,6.810066223,5.722949505,-61,-61
1317,6346150.201,523218.788,7.344202518,NA,-16,-16
1318,6345905.449,523937.9229,7.344202518,NA,10,54
1319,6346801.625,500118.1133,8.031051636,NA,11,-31.5
1320,6346961.42,500674.5066,8.031051636,NA,84,84
1321,6347032.855,504217.584,6.70070982,29.55364037,17,17
1322,6346809.125,504916.5115,6.70070982,29.55364037,10,11.5
1323,6346834.061,506081.0284,6.70070982,29.55364037,63,52
1324,6346826.765,507239.9584,6.70070982,29.55364037,102,102
1325,6346974.843,508893.0933,7.541208744,7.53544569,82,82
1326,6346802.262,509795.2717,7.541208744,7.53544569,-161,-161
1327,6346799.021,511013.5633,7.541208744,7.53544569,-128,-88.5
1328,6346799.021,512238.5633,7.541208744,7.53544569,-96,-84
1329,6346799.021,513463.5633,7.295103073,7.668007851,-335,-363.5
1330,6346799.021,514688.5633,7.295103073,7.668007851,-589,-537.5
1331,6346799.021,515913.5633,7.295103073,7.668007851,-758,-778
1332,6346799.021,517138.5633,7.295103073,7.668007851,-813,-808.5
1333,6346799.021,518363.5633,6.810066223,5.722949505,-758,-758
1334,6346799.021,519588.5633,6.810066223,5.722949505,-572,-519
1335,6346799.021,520813.5633,6.810066223,5.722949505,-231,-284.5
1336,6346799.021,522038.5633,6.810066223,5.722949505,-153,-97.5
1337,6346797.633,523202.0965,7.344202518,NA,15,-1.5
1338,6347436.735,500125.6379,8.031051636,NA,36,-15
1339,6347359.698,500700.4514,8.031051636,NA,221,128.5
1340,6347429.481,504038.421,6.70070982,29.55364037,-53,-24.5
1341,6347437.021,504888.5633,6.70070982,29.55364037,-21,-14
1342,6347408.04,505941.4424,6.70070982,29.55364037,8,9.5
1343,6347451.852,507444.4233,6.70070982,29.55364037,5,13
1344,6347437.021,508563.5633,7.541208744,7.53544569,-118,-47.5
1345,6347437.021,509788.5633,7.541208744,7.53544569,-197,-197
1346,6347437.021,511013.5633,7.541208744,7.53544569,-82,-49
1347,6347437.021,512238.5633,7.541208744,7.53544569,-134,-90
1348,6347437.021,513463.5633,7.295103073,7.668007851,-308,-338.5
1349,6347437.021,514688.5633,7.295103073,7.668007851,-548,-503.5
1350,6347437.021,515913.5633,7.295103073,7.668007851,-701,-725
1351,6347437.021,517138.5633,7.295103073,7.668007851,-776,-769.5
1352,6347437.021,518363.5633,6.810066223,5.722949505,-740,-740
1353,6347437.021,519588.5633,6.810066223,5.722949505,-602,-564.5
1354,6347437.021,520813.5633,6.810066223,5.722949505,-346,-403.5
1355,6347437.021,522038.5633,6.810066223,5.722949505,-199,-145.5
1356,6347444.561,523194.0577,7.344202518,NA,32,-2.5
1357,6347720.486,523969.2334,7.344202518,NA,69,92.5
1358,6348054.068,500171.5642,8.031051636,NA,115,115
1359,6347801.941,500611.2562,8.031051636,NA,221,128.5
1360,6348023.041,504140.1268,6.70070982,29.55364037,-34,-34
1361,6348075.021,504888.5633,6.70070982,29.55364037,-35,-35
1362,6348047.919,505768.1786,6.70070982,29.55364037,20,20
1363,6348020.057,507570.0429,7.541208744,7.53544569,-116,-116
1364,6348075.021,508563.5633,7.541208744,7.53544569,-189,-183.5
1365,6348075.021,509788.5633,7.541208744,7.53544569,-170,-170
1366,6348075.021,511013.5633,7.541208744,7.53544569,-35,-22.5
1367,6348075.021,512238.5633,7.541208744,7.53544569,-121,-121
1368,6348075.021,513463.5633,7.295103073,7.668007851,-286,-286
1369,6348075.021,514688.5633,7.295103073,7.668007851,-516,-516
1370,6348075.021,515913.5633,7.295103073,7.668007851,-642,-642
1371,6348075.021,517138.5633,7.295103073,7.668007851,-725,-725
1372,6348075.021,518363.5633,6.810066223,5.722949505,-702,-702
1373,6348075.021,519588.5633,6.810066223,5.722949505,-602,-602
1374,6348075.021,520813.5633,6.810066223,5.722949505,-408,-377
1375,6348075.021,522038.5633,6.810066223,5.722949505,-231,-231
1376,6348075.021,523263.5633,7.344202518,NA,-20,6
1377,6348159.99,524356.355,7.344202518,NA,8,8
1378,6348325.044,525134.4374,7.344202518,NA,120,84.5
1379,6348731.015,500126.0977,8.031051636,NA,115,60.5
1380,6348812.074,500635.422,8.031051636,NA,395,395
1381,6348811.738,504161.3842,6.70070982,29.55364037,-34,-34
1382,6348713.021,504888.5633,6.70070982,29.55364037,-35,-23
1383,6348736.754,505800.1077,6.70070982,29.55364037,20,20
1384,6348728.145,507834.0067,7.541208744,7.53544569,-116,-116
1385,6348713.021,508563.5633,7.541208744,7.53544569,-189,-183.5
1386,6348713.021,509788.5633,7.541208744,7.53544569,-170,-170
1387,6348713.021,511013.5633,7.541208744,7.53544569,-35,-22.5
1388,6348713.021,512238.5633,7.541208744,7.53544569,-121,-82
1389,6348713.021,513463.5633,7.295103073,7.668007851,-286,-321.5
1390,6348713.021,514688.5633,7.295103073,7.668007851,-516,-478.5
1391,6348713.021,515913.5633,7.295103073,7.668007851,-642,-664.5
1392,6348713.021,517138.5633,7.295103073,7.668007851,-725,-717
1393,6348713.021,518363.5633,6.810066223,5.722949505,-702,-702
1394,6348713.021,519588.5633,6.810066223,5.722949505,-602,-573
1395,6348713.021,520813.5633,6.810066223,5.722949505,-408,-408
1396,6348713.021,522038.5633,6.810066223,5.722949505,-231,-174.5
1397,6348713.021,523263.5633,7.344202518,NA,-20,-41
1398,6348713.021,524488.5633,7.344202518,NA,8,28.5
1399,6348777.517,525243.9005,7.344202518,NA,120,84.5
1400,6349336.935,500129.1227,8.031051636,NA,139,18.5
1401,6349385.618,500680.0567,8.031051636,NA,217,178
1402,6349317.859,503988.2682,6.70070982,29.55364037,5,-21.5
1403,6349351.021,504888.5633,6.70070982,29.55364037,-57,-38.5
1404,6349378.605,505966.3369,6.70070982,29.55364037,9,28
1405,6349381.422,507687.0924,7.541208744,7.53544569,-187,-81
1406,6349351.021,508563.5633,7.541208744,7.53544569,-201,-232.5
1407,6349351.021,509788.5633,7.541208744,7.53544569,-126,-143
1408,6349350.883,511013.7217,7.541208744,7.53544569,-3,-2.5
1409,6349351.021,512238.5633,7.541208744,7.53544569,-102,-63.5
1410,6349351.021,513463.5633,7.295103073,7.668007851,-273,-323.5
1411,6349351.021,514688.5633,7.295103073,7.668007851,-488,-460
1412,6349351.021,515913.5633,7.295103073,7.668007851,-590,-613
1413,6349351.021,517138.5633,7.295103073,7.668007851,-674,-665
1414,6349351.021,518363.5633,6.810066223,5.722949505,-661,-647
1415,6349351.021,519588.5633,6.810066223,5.722949505,-590,-566.5
1416,6349351.021,520813.5633,6.810066223,5.722949505,-455,-481
1417,6349351.021,522038.5633,6.810066223,5.722949505,-265,-187.5
1418,6349351.021,523263.5633,7.344202518,NA,-69,-79.5
1419,6349351.021,524488.5633,7.344202518,NA,-49,-22
1420,6349380.164,525389.6942,7.344202518,NA,37,116
1421,6349960.223,500282.9051,9.212880135,NA,19,19
1422,6350076.913,501020.4701,9.212880135,NA,49,46.5
1423,6349995.799,504050.9185,7.506232738,NA,-34,-24.5
1424,6349989.021,504888.5633,7.506232738,NA,10,10
1425,6349989.548,506112.5189,7.506232738,NA,6,4.5
1426,6349998.49,507354.9468,7.506232738,NA,-198,-198
1427,6349989.021,508563.5633,6.500242233,3.206259966,-144,-193.5
1428,6349983.295,509774.9632,6.500242233,3.206259966,2,2
1429,6349920.131,511206.4601,6.500242233,3.206259966,1,1
1430,6349989.021,512238.5633,6.500242233,3.206259966,-101,-101
1431,6349989.021,513463.5633,7.625836849,7.948860645,-243,-282
1432,6349989.021,514688.5633,7.625836849,7.948860645,-436,-436
1433,6349989.021,515913.5633,7.625836849,7.948860645,-537,-537
1434,6349989.021,517138.5633,7.625836849,7.948860645,-610,-604
1435,6349989.021,518363.5633,7.453270912,7.929564476,-597,-597
1436,6349989.021,519588.5633,7.453270912,7.929564476,-514,-530
1437,6349989.021,520813.5633,7.453270912,7.929564476,-448,-448
1438,6349989.021,522038.5633,7.453270912,7.929564476,-248,-181
1439,6349989.021,523263.5633,6.938773632,7.184192181,-230,-230
1440,6349989.021,524488.5633,6.938773632,7.184192181,-133,-133
1441,6350007.846,525541.5443,6.938773632,7.184192181,-2,-2
1442,6350564.188,500442.154,9.212880135,NA,19,31.5
1443,6350637.398,501190.8117,9.212880135,NA,49,49
1444,6350787.409,501991.4793,9.212880135,NA,55,55
1445,6350674.554,503773.9344,7.506232738,NA,-15,-15
1446,6350627.021,504888.5633,7.506232738,NA,10,9.5
1447,6350627.021,506113.5633,7.506232738,NA,6,4.5
1448,6350627.021,507338.5633,7.506232738,NA,-198,-198
1449,6350627.021,508563.5633,6.500242233,3.206259966,-144,-193.5
1450,6350608.354,509629.1946,6.500242233,3.206259966,2,-35
1451,6350643.133,511373.5907,6.500242233,3.206259966,1,1
1452,6350626.362,512239.9249,6.500242233,3.206259966,-101,-101
1453,6350627.021,513463.5633,7.625836849,7.948860645,-243,-282
1454,6350627.021,514688.5633,7.625836849,7.948860645,-436,-417.5
1455,6350627.021,515913.5633,7.625836849,7.948860645,-537,-555
1456,6350627.021,517138.5633,7.625836849,7.948860645,-610,-604
1457,6350627.021,518363.5633,7.453270912,7.929564476,-597,-597
1458,6350627.021,519588.5633,7.453270912,7.929564476,-514,-530
1459,6350627.021,520813.5633,7.453270912,7.929564476,-448,-448
1460,6350627.021,522038.5633,7.453270912,7.929564476,-248,-181
1461,6350627.021,523263.5633,6.938773632,7.184192181,-230,-197
1462,6350627.021,524488.5633,6.938773632,7.184192181,-133,-107
1463,6350637.089,525683.8383,6.938773632,7.184192181,62,30
1464,6350861.773,526388.1807,6.938773632,7.184192181,146,95
1465,6350921.083,533659.0353,NA,NA,27,27
1466,6350872.382,533785.6861,NA,NA,36,36
1467,6350986.669,500559.7542,9.212880135,NA,2,39.5
1468,6351232.724,501308.4939,9.212880135,NA,2,28.5
1469,6351319.705,502221.9505,9.212880135,NA,126,90.5
1470,6351271.316,503730.8321,7.506232738,NA,-17,-8
1471,6351265.021,504888.5633,7.506232738,NA,6,3.5
1472,6351265.021,506113.5633,7.506232738,NA,-141,-118.5
1473,6351265.021,507338.5633,7.506232738,NA,-216,-188.5
1474,6351265.021,508563.5633,6.500242233,3.206259966,-49,-82.5
1475,6351267.729,509563.3472,6.500242233,3.206259966,17,-3.5
1476,6351140.179,511186.946,6.500242233,3.206259966,11,14.5
1477,6351235.857,512340.0053,6.500242233,3.206259966,-93,-125.5
1478,6351265.021,513463.5633,7.625836849,7.948860645,-215,-238
1479,6351265.021,514688.5633,7.625836849,7.948860645,-377,-360.5
1480,6351265.021,515913.5633,7.625836849,7.948860645,-501,-513.5
1481,6351265.021,517138.5633,7.625836849,7.948860645,-558,-556
1482,6351265.021,518363.5633,7.453270912,7.929564476,-542,-532
1483,6351265.021,519588.5633,7.453270912,7.929564476,-484,-494
1484,6351265.021,520813.5633,7.453270912,7.929564476,-414,-430.5
1485,6351265.021,522038.5633,7.453270912,7.929564476,-223,-203.5
1486,6351265.021,523263.5633,6.938773632,7.184192181,-280,-258
1487,6351265.021,524488.5633,6.938773632,7.184192181,-190,-171.5
1488,6351265.021,525713.5633,6.938773632,7.184192181,6,-33.5
1489,6351361.961,526823.1931,6.938773632,7.184192181,134,89
1490,6351545.641,527593.355,6.938773632,7.184192181,321,392.5
1491,6351397.682,533252.3808,NA,NA,15,26
1492,6351284.155,533909.4743,NA,NA,27,86
1493,6351798.593,501599.4832,9.212880135,NA,3,3
1494,6351903.012,502438.5806,9.212880135,NA,3,-1
1495,6351903.021,503663.5633,7.506232738,NA,-19,-12
1496,6351903.021,504888.5633,7.506232738,NA,-47,-56
1497,6351903.021,506113.5633,7.506232738,NA,-139,-112.5
1498,6351903.021,507338.5633,7.506232738,NA,-139,-139
1499,6351902.796,508563.4111,6.500242233,3.206259966,3,3
1500,6351898.183,509642.1353,6.500242233,3.206259966,36,22.5
1501,6351921.884,512482.1765,6.500242233,3.206259966,-112,-142.5
1502,6351903.021,513463.5633,7.625836849,7.948860645,-227,-260
1503,6351903.021,514688.5633,7.625836849,7.948860645,-419,-395.5
1504,6351903.021,515913.5633,7.625836849,7.948860645,-513,-513
1505,6351903.021,517138.5633,7.625836849,7.948860645,-542,-542
1506,6351903.021,518363.5633,7.453270912,7.929564476,-527,-527
1507,6351903.021,519588.5633,7.453270912,7.929564476,-484,-492.5
1508,6351903.021,520813.5633,7.453270912,7.929564476,-417,-417
1509,6351903.021,522038.5633,7.453270912,7.929564476,-239,-266
1510,6351903.021,523263.5633,6.938773632,7.184192181,-316,-316
1511,6351903.021,524488.5633,6.938773632,7.184192181,-211,-184
1512,6351903.021,525713.5633,6.938773632,7.184192181,-63,-63
1513,6351903.021,526938.5633,6.938773632,7.184192181,-2,-2
1514,6351997.168,528065.106,5.664317131,NA,33,46
1515,6352144.129,529296.9415,5.664317131,NA,158,132.5
1516,6352091.272,530565.6056,5.664317131,NA,99,125.5
1517,6352116.048,532144.2744,5.664317131,NA,17,24
1518,6351860.106,532984.3139,NA,NA,18,27.5
1519,6351676.277,533787.438,NA,NA,27,21
1520,6352455.755,502678.0615,7.506232738,NA,-5,-5
1521,6352541.021,503663.5633,7.506232738,NA,-19,-19
1522,6352541.021,504888.5633,7.506232738,NA,-47,-47
1523,6352541.021,506113.5633,7.506232738,NA,-139,-112.5
1524,6352541.021,507338.5633,7.506232738,NA,-139,-139
1525,6352432.388,508245.7131,6.500242233,3.206259966,3,3
1526,6352267.707,509496.3822,6.500242233,3.206259966,9,22.5
1527,6352557.185,512330.4953,6.500242233,3.206259966,-112,-112
1528,6352541.021,513463.5633,7.625836849,7.948860645,-227,-260
1529,6352541.021,514688.5633,7.625836849,7.948860645,-419,-419
1530,6352541.021,515913.5633,7.625836849,7.948860645,-513,-513
1531,6352541.021,517138.5633,7.625836849,7.948860645,-542,-542
1532,6352541.021,518363.5633,7.453270912,7.929564476,-527,-527
1533,6352541.021,519588.5633,7.453270912,7.929564476,-484,-492.5
1534,6352541.021,520813.5633,7.453270912,7.929564476,-417,-417
1535,6352541.021,522038.5633,7.453270912,7.929564476,-239,-266
1536,6352541.021,523263.5633,6.938773632,7.184192181,-316,-316
1537,6352541.021,524488.5633,6.938773632,7.184192181,-211,-184
1538,6352541.021,525713.5633,6.938773632,7.184192181,-63,-81
1539,6352541.021,526938.5633,6.938773632,7.184192181,-2,-2
1540,6352541.021,528163.5633,5.664317131,NA,59,46
1541,6352541.021,529388.5633,5.664317131,NA,158,158
1542,6352541.021,530613.5633,5.664317131,NA,99,125.5
1543,6352547.818,531844.1036,5.664317131,NA,31,31
1544,6352380.237,532655.1309,NA,NA,18,17.5
1545,6352967.032,502970.1314,7.506232738,NA,18,6
1546,6353168.987,503689.5463,7.506232738,NA,-31,-18.5
1547,6353179.021,504888.5633,7.506232738,NA,-40,-37.5
1548,6353179.021,506113.5633,7.506232738,NA,-67,-53.5
1549,6353141.571,507189.4734,7.506232738,NA,1,-42
1550,6352865.242,507957.3765,6.500242233,3.206259966,32,103.5
1551,6353172.802,512289.6082,6.500242233,3.206259966,-129,-90.5
1552,6353179.021,513463.5633,7.625836849,7.948860645,-276,-313
1553,6353179.021,514688.5633,7.625836849,7.948860645,-538,-494.5
1554,6353179.021,515913.5633,7.625836849,7.948860645,-550,-549.5
1555,6353179.021,517138.5633,7.625836849,7.948860645,-541,-544
1556,6353179.021,518363.5633,7.453270912,7.929564476,-526,-521.5
1557,6353179.021,519588.5633,7.453270912,7.929564476,-499,-504
1558,6353179.021,520813.5633,7.453270912,7.929564476,-459,-471
1559,6353179.021,522038.5633,7.453270912,7.929564476,-417,-444.5
1560,6353179.021,523263.5633,6.938773632,7.184192181,-378,-403.5
1561,6353179.021,524488.5633,6.938773632,7.184192181,-221,-185.5
1562,6353179.021,525713.5633,6.938773632,7.184192181,-110,-112.5
1563,6353179.021,526938.5633,6.938773632,7.184192181,-8,-5
1564,6353179.021,528163.5633,5.664317131,NA,-2,-2
1565,6353179.021,529388.5633,5.664317131,NA,-2,-2
1566,6353153.961,530619.0506,5.664317131,NA,2,-1.5
1567,6353060.233,531542.5248,5.664317131,NA,7,33
1568,6354058.47,500038.0385,9.212880135,NA,180,147.5
1569,6354123.455,500642.1456,9.212880135,NA,191,185.5
1570,6354046.064,502814.0647,7.506232738,NA,34,15
1571,6353827.048,503696.8951,7.506232738,NA,-31,-17.5
1572,6353761.05,504750.5456,7.506232738,NA,56,56
1573,6353817.021,506113.5633,7.506232738,NA,-4,-9.5
1574,6353796.08,507004.305,7.506232738,NA,11,64.5
1575,6353809.978,512355.1301,6.500242233,3.206259966,-154,-154
1576,6353817.021,513463.5633,7.625836849,7.948860645,-336,-387
1577,6353817.021,514688.5633,7.625836849,7.948860645,-609,-569.5
1578,6353817.021,515913.5633,7.625836849,7.948860645,-582,-575
1579,6353817.021,517138.5633,7.625836849,7.948860645,-544,-549.5
1580,6353817.021,518363.5633,7.453270912,7.929564476,-529,-529
