grid_ID,cell_length,cell_area,dist_shore_m,num_trks,trk_length_sum_m,trk_length_sum_km,stand_trk_length_m,X,adjusted_count_sum,count_sum,Y_centroid_UTM_lat,X_centroid_UTM_lon,sst_clim,chlor_clim,bath,bath_buff_500
2533,3726,781550,5552.874047,4,2421.431105,2.421431105,0.003098242,2533,0,0,6378061.021,514688.5633,7.460829735,12.2536335,-602,-602
2534,3726,781550,6772.550119,2,804.5662294,0.804566229,0.001029449,2534,0,0,6378061.021,515913.5633,7.460829735,12.2536335,-587,-581.5
2535,3726,781550,6625.513521,0,0,0,0,2535,0,0,6378061.021,517138.5633,7.460829735,12.2536335,-458,-491
2536,3726,781550,5582.715658,0,0,0,0,2536,0,0,6378061.021,518363.5633,7.263381958,13.37138748,-385,-373.5
2537,3726,781550,4510.632791,0,0,0,0,2537,0,0,6378061.021,519588.5633,7.263381958,13.37138748,-327,-335
2550,779.9396967,6464.043359,11.5410763,0,0,0,0,2550,0,0,6378503.945,509164.4719,7.566254616,7.434165001,-78,-78
2551,3702.259991,778235.1731,617.4063638,0,0,0,0,2551,0,0,6378698.041,509791.1368,7.566254616,7.434165001,-253,-253
2552,3726,781550,1834.428746,1,643.6319192,0.643631919,0.000823533,2552,0,0,6378699.021,511013.5633,7.566254616,7.434165001,-525,-478.5
2553,3726,781550,3054.104818,3,1791.082482,1.791082482,0.002291706,2553,0,0,6378699.021,512238.5633,7.566254616,7.434165001,-577,-577
2554,3726,781550,4273.78089,13,7860.04042,7.86004042,0.01005699,2554,0,0,6378699.021,513463.5633,7.460829735,12.2536335,-566,-568
2555,3726,781550,5493.456961,5,2794.795193,2.794795193,0.003575965,2555,0,0,6378699.021,514688.5633,7.460829735,12.2536335,-590,-590
2556,3726,781550,6713.133033,1,432.4246368,0.432424637,0.000553291,2556,0,0,6378699.021,515913.5633,7.460829735,12.2536335,-593,-593
2557,3726,781550,6220.831445,0,0,0,0,2557,0,0,6378699.021,517138.5633,7.460829735,12.2536335,-418,-418
2558,3726,781550,5273.797784,0,0,0,0,2558,0,0,6378699.021,518363.5633,7.263381958,13.37138748,-345,-345
2559,3726,781550,4201.537254,0,0,0,0,2559,0,0,6378699.021,519588.5633,7.263381958,13.37138748,-305,-305
2570,3619.304197,746625.6567,582.713058,0,0,0,0,2570,0,0,6379334.31,509815.8067,7.566254616,7.434165001,-253,-373
2571,3726,781550,1775.01166,1,643.180101,0.643180101,0.000822955,2571,0,0,6379337.021,511013.5633,7.566254616,7.434165001,-525,-478.5
2572,3726,781550,2994.687732,4,2382.359749,2.382359749,0.00304825,2572,28.80164301,1,6379337.021,512238.5633,7.566254616,7.434165001,-577,-577
2573,3726,781550,4214.363804,13,7836.936876,7.836936876,0.010027429,2573,0,0,6379337.021,513463.5633,7.460829735,12.2536335,-566,-568
2574,3726,781550,5434.039876,5,3232.410717,3.232410717,0.004135898,2574,0,0,6379337.021,514688.5633,7.460829735,12.2536335,-590,-590
2575,3726,781550,6653.715948,0,0,0,0,2575,0,0,6379337.021,515913.5633,7.460829735,12.2536335,-593,-602.5
2576,3726,781550,5819.42912,0,0,0,0,2576,0,0,6379337.021,517138.5633,7.460829735,12.2536335,-418,-475
2577,3726,781550,4869.115708,0,0,0,0,2577,0,0,6379337.021,518363.5633,7.263381958,13.37138748,-345,-332.5
2578,3726,781550,3905.233768,0,0,0,0,2578,0,0,6379337.021,519588.5633,7.263381958,13.37138748,-305,-304
2588,3499.951288,708552.0816,553.0113023,0,0,0,0,2588,0,0,6379972.164,509845.6381,7.566254616,7.434165001,-257,-340
2589,3726,781550,1715.594575,1,642.7791818,0.642779182,0.000822442,2589,0,0,6379975.021,511013.5633,7.566254616,7.434165001,-564,-494
2590,3726,781550,2935.270647,5,3007.196233,3.007196233,0.003847734,2590,0,0,6379975.021,512238.5633,7.566254616,7.434165001,-585,-577.5
2591,3726,781550,4154.946718,12,7722.231145,7.722231145,0.009880662,2591,0,0,6379975.021,513463.5633,7.460829735,12.2536335,-575,-569.5
2592,3726,781550,5374.62279,5,3239.619603,3.239619603,0.004145121,2592,0,0,6379975.021,514688.5633,7.460829735,12.2536335,-593,-594.5
2593,3726,781550,6493.931779,0,0,0,0,2593,0,0,6379975.021,515913.5633,7.460829735,12.2536335,-606,-627.5
2594,3726,781550,5455.10056,0,0,0,0,2594,0,0,6379975.021,517138.5633,7.460829735,12.2536335,-352,-448.5
2595,3726,781550,4464.433632,0,0,0,0,2595,0,0,6379975.021,518363.5633,7.263381958,13.37138748,-319,-317
2604,3380.598397,670478.5065,523.310317,0,0,0,0,2604,0,0,6380610.002,509875.4687,7.566254616,7.434165001,-276,-373
2605,3726,781550,1656.177489,1,643.2835477,0.643283548,0.000823087,2605,0,0,6380613.021,511013.5633,7.566254616,7.434165001,-634,-618
2606,3726,781550,2875.853561,7,3701.281691,3.701281691,0.004735822,2606,0,0,6380613.021,512238.5633,7.566254616,7.434165001,-609,-609
2607,3726,781550,4095.529633,13,7444.416667,7.444416667,0.009525196,2607,0,0,6380613.021,513463.5633,7.460829735,12.2536335,-577,-577
2608,3726,781550,5315.844741,5,3025.180581,3.025180581,0.003870745,2608,0,0,6380613.021,514688.5633,7.460829735,12.2536335,-584,-584
2609,3726,781550,6155.829334,0,0,0,0,2609,0,0,6380613.021,515913.5633,7.460829735,12.2536335,-584,-582.5
2610,3726,781550,5116.987159,0,0,0,0,2610,0,0,6380613.021,517138.5633,7.460829735,12.2536335,-406,-406
2611,3726,781550,4079.882725,0,0,0,0,2611,0,0,6380613.021,518363.5633,7.263381958,13.37138748,-346,-335
2617,3388.941571,666419.7814,516.2025191,0,0,0,0,2617,0,0,6381255.009,509878.5391,7.566254616,7.434165001,-276,-373
2618,3726,781550,1640.290823,1,642.9215496,0.64292155,0.000822624,2618,0,0,6381251.021,511013.5633,7.566254616,7.434165001,-634,-618
2619,3726,781550,2858.654704,10,5707.160957,5.707160957,0.007302362,2619,0,0,6381251.021,512238.5633,7.566254616,7.434165001,-609,-609
2620,3726,781550,4080.992115,12,6371.588578,6.371588578,0.008152503,2620,0,0,6381251.021,513463.5633,7.460829735,12.2536335,-577,-577
2621,3726,781550,5304.558093,4,2087.048146,2.087048146,0.002670396,2621,0,0,6381251.021,514688.5633,7.460829735,12.2536335,-584,-584
2622,3726,781550,5817.72689,0,0,0,0,2622,0,0,6381251.021,515913.5633,7.460829735,12.2536335,-584,-582.5
2623,3726,781550,4778.884714,0,0,0,0,2623,0,0,6381251.021,517138.5633,7.460829735,12.2536335,-406,-406
2624,3726,781550,3740.042539,0,0,0,0,2624,0,0,6381251.021,518363.5633,7.263381958,13.37138748,-346,-335
2629,3541.719617,720882.9628,560.0562762,0,0,0,0,2629,0,0,6381893.113,509835.8292,7.566254616,7.434165001,-270,-391
2630,3726,781550,1726.449255,1,642.7436837,0.642743684,0.000822396,2630,0,0,6381889.021,511013.5633,7.566254616,7.434165001,-677,-668.5
2631,3726,781550,2940.227674,11,6537.546893,6.537546893,0.008364848,2631,0,0,6381889.021,512238.5633,7.566254616,7.434165001,-628,-614.5
2632,3726,781550,4154.006093,9,5679.731402,5.679731402,0.007267266,2632,0,0,6381889.021,513463.5633,7.460829735,12.2536335,-575,-579.5
2633,3726,781550,5367.784512,3,1943.448473,1.943448473,0.002486659,2633,0,0,6381889.021,514688.5633,7.460829735,12.2536335,-574,-574.5
2634,3726,781550,5479.624445,0,0,0,0,2634,0,0,6381889.021,515913.5633,7.460829735,12.2536335,-559,-549.5
2635,3726,781550,4440.78227,0,0,0,0,2635,0,0,6381889.021,517138.5633,7.460829735,12.2536335,-435,-464
2636,3726,781550,3401.940094,0,0,0,0,2636,0,0,6381889.021,518363.5633,7.263381958,13.37138748,-381,-375
2641,595.3957847,7921.006549,21.3283243,0,0,0,0,2641,0,0,6382766.952,509153.7777,7.73137188,0.71675998,-113,-44
2642,3677.889083,771777.7048,606.6275229,0,0,0,0,2642,0,0,6382529.462,509796.101,7.73137188,0.71675998,-260,-350.5
2643,3726,781550,1812.607687,1,642.8444994,0.642844499,0.000822525,2643,0,0,6382527.021,511013.5633,7.414984703,12.99659729,-606,-582
2644,3726,781550,3026.386106,11,7065.241009,7.065241009,0.009040037,2644,0,0,6382527.021,512238.5633,7.414984703,12.99659729,-611,-611
2645,3726,781550,4240.164525,8,5148.256069,5.148256069,0.006587238,2645,0,0,6382527.021,513463.5633,7.155472279,12.85377026,-571,-577
2646,3726,781550,5453.942944,3,1941.703601,1.941703601,0.002484427,2646,0,0,6382527.021,514688.5633,7.155472279,12.85377026,-560,-560
2647,3726,781550,5141.522001,0,0,0,0,2647,0,0,6382527.021,515913.5633,7.155472279,12.85377026,-537,-526.5
2648,3726,781550,4102.679825,0,0,0,0,2648,0,0,6382527.021,517138.5633,7.155472279,12.85377026,-441,-441
2649,3726,781550,3063.83765,0,0,0,0,2649,0,0,6382527.021,518363.5633,8.970061302,NA,-392,-387.5
2653,1624.450172,102637.6758,85.8531621,0,0,0,0,2653,0,0,6383226.659,509086.617,7.73137188,0.71675998,-113,-113
2654,3726,781550,742.3066343,0,0,0,0,2654,0,0,6383165.021,509788.5633,7.73137188,0.71675998,-260,-260
2655,3726,781550,1918.139797,1,642.7265089,0.642726509,0.000822374,2655,0,0,6383165.021,511013.5633,7.414984703,12.99659729,-606,-582
2656,3726,781550,3114.366141,12,7330.42149,7.33042149,0.009379338,2656,0,0,6383165.021,512238.5633,7.414984703,12.99659729,-611,-611
2657,3726,781550,4326.322958,8,4886.886949,4.886886949,0.006252814,2657,0,0,6383165.021,513463.5633,7.155472279,12.85377026,-571,-577
2658,3726,781550,5540.101376,3,1939.590541,1.939590541,0.002481723,2658,0,0,6383165.021,514688.5633,7.155472279,12.85377026,-560,-560
2659,3726,781550,4806.989516,0,0,0,0,2659,0,0,6383165.021,515913.5633,7.155472279,12.85377026,-537,-526.5
2660,3726,781550,3764.57738,0,0,0,0,2660,0,0,6383165.021,517138.5633,7.155472279,12.85377026,-441,-441
2661,3726,781550,2725.735205,0,0,0,0,2661,0,0,6383165.021,518363.5633,8.970061302,NA,-392,-387.5
2665,1997.463244,221628.8547,170.7176016,0,0,0,0,2665,0,0,6383831.566,508998.2007,7.73137188,0.71675998,-142,-69.5
2666,3726,781550,921.3209666,0,0,0,0,2666,0,0,6383803.021,509788.5633,7.73137188,0.71675998,-251,-326
2667,3726,781550,2097.111095,2,689.8683033,0.689868303,0.000882692,2667,0,0,6383803.021,511013.5633,7.414984703,12.99659729,-551,-518.5
2668,3726,781550,3272.901224,12,7664.59195,7.66459195,0.009806912,2668,0,0,6383803.021,512238.5633,7.414984703,12.99659729,-595,-593.5
2669,3726,781550,4449.559966,8,4674.634464,4.674634464,0.005981235,2669,0,0,6383803.021,513463.5633,7.155472279,12.85377026,-572,-577.5
2670,3726,781550,5641.019418,3,1771.362003,1.771362003,0.002266473,2670,0,0,6383803.021,514688.5633,7.155472279,12.85377026,-549,-555
2671,3726,781550,4523.994727,0,0,0,0,2671,0,0,6383803.021,515913.5633,7.155472279,12.85377026,-517,-508.5
2672,3726,781550,3427.342123,0,0,0,0,2672,0,0,6383803.021,517138.5633,7.155472279,12.85377026,-431,-446.5
2673,3726,781550,2387.63276,0,0,0,0,2673,0,0,6383803.021,518363.5633,8.970061302,NA,-365,-353
2676,2396.548794,344376.0365,255.9930191,0,0,0,0,2676,0,0,6384461.505,508902.8325,7.73137188,0.71675998,-82,-139.5
2677,3726,781550,1100.335299,0,0,0,0,2677,0,0,6384441.021,509788.5633,7.73137188,0.71675998,-300,-361
2678,3726,781550,2276.125428,2,1284.122586,1.284122586,0.001643046,2678,0,0,6384441.021,511013.5633,7.414984703,12.99659729,-554,-528
2679,3726,781550,3451.915556,11,7074.521975,7.074521975,0.009051912,2679,0,0,6384441.021,512238.5633,7.414984703,12.99659729,-595,-595
2680,3726,781550,4627.705685,8,5156.761476,5.156761476,0.006598121,2680,0,0,6384441.021,513463.5633,7.155472279,12.85377026,-575,-579.5
2681,3726,781550,5510.090801,2,1286.26192,1.28626192,0.001645783,2681,0,0,6384441.021,514688.5633,7.155472279,12.85377026,-536,-536
2682,3726,781550,4317.406209,0,0,0,0,2682,0,0,6384441.021,515913.5633,7.155472279,12.85377026,-488,-476.5
2683,3726,781550,3149.62571,0,0,0,0,2683,0,0,6384441.021,517138.5633,7.155472279,12.85377026,-399,-399
2684,3726,781550,2049.530316,0,0,0,0,2684,0,0,6384441.021,518363.5633,8.970061302,NA,-299,-280.5
2687,2827.766536,483204.293,360.446174,0,0,0,0,2687,0,0,6385094.498,508794.7024,7.73137188,0.71675998,-82,-110.5
2688,3726,781550,1294.746636,0,0,0,0,2688,0,0,6385079.021,509788.5633,7.73137188,0.71675998,-300,-300
2689,3726,781550,2455.147106,2,1283.970036,1.283970036,0.001642851,2689,0,0,6385079.021,511013.5633,7.414984703,12.99659729,-554,-554
2690,3726,781550,3630.929889,14,8067.520349,8.067520349,0.010322462,2690,0,0,6385079.021,512238.5633,7.414984703,12.99659729,-595,-595
2691,3726,781550,4806.720017,10,4524.113696,4.524113696,0.005788643,2691,0,0,6385079.021,513463.5633,7.155472279,12.85377026,-575,-579.5
2692,3726,781550,5417.440052,2,930.5472888,0.930547289,0.001190643,2692,0,0,6385079.021,514688.5633,7.155472279,12.85377026,-536,-536
2693,3726,781550,4198.517888,0,0,0,0,2693,0,0,6385079.021,515913.5633,7.155472279,12.85377026,-488,-476.5
2694,3726,781550,2984.576719,0,0,0,0,2694,0,0,6385079.021,517138.5633,7.155472279,12.85377026,-399,-399
2695,3726,781550,1785.803441,0,0,0,0,2695,0,0,6385079.021,518363.5633,8.970061302,NA,-299,-299
2698,3268.708003,623864.6315,464.0661744,0,0,0,0,2698,0,0,6385729.009,508685.07,7.73137188,0.71675998,-139,-70.5
2699,3726,781550,1503.126323,0,0,0,0,2699,0,0,6385717.021,509788.5633,7.73137188,0.71675998,-426,-462.5
2700,3726,781550,2660.944676,2,1283.861547,1.283861547,0.001642712,2700,0,0,6385717.021,511013.5633,7.414984703,12.99659729,-584,-569.5
2701,3726,781550,3818.76303,15,9123.847968,9.123847968,0.011674043,2701,6.465998981,1,6385717.021,512238.5633,7.414984703,12.99659729,-606,-599
2702,3726,781550,4985.73435,7,4394.750596,4.394750596,0.005623121,2702,0,0,6385717.021,513463.5633,7.155472279,12.85377026,-579,-580.5
2703,3726,781550,5388.596798,0,0,0,0,2703,6.465998981,1,6385717.021,514688.5633,7.155472279,12.85377026,-518,-518
2704,3726,781550,4164.227666,0,0,0,0,2704,0,0,6385717.021,515913.5633,7.155472279,12.85377026,-451,-439
2705,3726,781550,2939.858533,0,0,0,0,2705,0,0,6385717.021,517138.5633,7.155472279,12.85377026,-359,-372.5
2706,3726,781550,1715.489401,0,0,0,0,2706,0,0,6385717.021,518363.5633,8.970061302,NA,-258,-226
2708,581.1368581,10100.35355,26.32278846,0,0,0,0,2708,0,0,6386593.428,507923.2132,7.73137188,0.71675998,7,-3.5
2709,3612.070078,754424.6106,575.1465329,0,0,0,0,2709,0,0,6386361.742,508583.9448,7.73137188,0.71675998,-200,-107
2710,3726,781550,1711.50601,0,0,0,0,2710,0,0,6386355.021,509788.5633,7.73137188,0.71675998,-521,-545.5
2711,3726,781550,2869.324363,3,1342.384649,1.342384649,0.001717593,2711,0,0,6386355.021,511013.5633,7.414984703,12.99659729,-623,-619
2712,3726,781550,4027.142716,15,9590.465534,9.590465534,0.012271084,2712,15.32887311,1,6386355.021,512238.5633,7.414984703,12.99659729,-609,-595.5
2713,3726,781550,5184.96107,6,3871.072936,3.871072936,0.004953071,2713,0,0,6386355.021,513463.5633,7.155472279,12.85377026,-552,-557.5
2714,3726,781550,5334.160861,0,0,0,0,2714,0,0,6386355.021,514688.5633,7.155472279,12.85377026,-473,-473
2715,3726,781550,4135.036504,0,0,0,0,2715,0,0,6386355.021,515913.5633,7.155472279,12.85377026,-389,-370.5
2716,3726,781550,2919.38556,0,0,0,0,2716,0,0,6386355.021,517138.5633,7.155472279,12.85377026,-289,-302.5
2719,1877.104462,154274.1789,121.6353139,0,0,0,0,2719,0,0,6387072.127,507807.76,7.817876339,NA,-33,-33
2720,3726,781550,762.0673441,0,0,0,0,2720,0,0,6386993.021,508563.5633,7.817876339,NA,-312,-312
2721,3726,781550,1919.885697,1,293.4868601,0.29348686,0.000375519,2721,0,0,6386993.021,509788.5633,7.817876339,NA,-582,-551.5
2722,3726,781550,3077.70405,4,2261.039717,2.261039717,0.00289302,2722,0,0,6386993.021,511013.5633,7.508217335,13.3930912,-620,-620
2723,3726,781550,4235.522403,14,8377.808806,8.377808806,0.010719479,2723,13.19938491,1,6386993.021,512238.5633,7.508217335,13.3930912,-580,-594.5
2724,3726,781550,5393.340757,6,3870.19975,3.87019975,0.004951954,2724,0,0,6386993.021,513463.5633,7.106594563,13.62147236,-493,-493
2725,3726,781550,5203.721814,0,0,0,0,2725,0,0,6386993.021,514688.5633,7.106594563,13.62147236,-408,-440.5
2726,3726,781550,4004.597457,0,0,0,0,2726,0,0,6386993.021,515913.5633,7.106594563,13.62147236,-319,-319
2727,3726,781550,2805.473101,0,0,0,0,2727,0,0,6386993.021,517138.5633,7.155472279,12.85377026,-289,-241
2730,2888.862513,482881.2481,280.2032237,0,0,0,0,2730,0,0,6387672.957,507551.0427,7.817876339,NA,-33,19.5
2731,3726,781550,1057.034547,0,0,0,0,2731,0,0,6387631.021,508563.5633,7.817876339,NA,-312,-209.5
2732,3726,781550,2131.934961,1,643.458251,0.643458251,0.00082331,2732,0,0,6387631.021,509788.5633,7.817876339,NA,-582,-595
2733,3726,781550,3286.083737,4,2211.3992,2.2113992,0.002829504,2733,0,0,6387631.021,511013.5633,7.508217335,13.3930912,-620,-622.5
2734,3726,781550,4443.90209,13,8076.341205,8.076341205,0.010333749,2734,0,0,6387631.021,512238.5633,7.508217335,13.3930912,-580,-565
2735,3726,781550,5601.720443,6,3871.731113,3.871731113,0.004953914,2735,9.935492331,2,6387631.021,513463.5633,7.106594563,13.62147236,-493,-507
2736,3726,781550,5019.652608,0,0,0,0,2736,0,0,6387631.021,514688.5633,7.106594563,13.62147236,-408,-408
2737,3726,781550,3870.456747,0,0,0,0,2737,0,0,6387631.021,515913.5633,7.106594563,13.62147236,-319,-297.5
2738,3726,781550,2675.034054,0,0,0,0,2738,0,0,6387631.021,517138.5633,7.106594563,13.62147236,-193,-214.5
2741,2871.809856,445847.0906,277.6112537,0,0,0,0,2741,0,0,6388248.161,507596.4103,7.817876339,NA,-144,-83
2742,3726,781550,1238.562337,0,0,0,0,2742,28.80164301,1,6388269.021,508563.5633,7.817876339,NA,-422,-346
2743,3726,781550,2435.929382,1,644.1133078,0.644113308,0.000824149,2743,0,0,6388269.021,509788.5633,7.817876339,NA,-622,-629
2744,3726,781550,3509.817664,4,2568.447169,2.568447169,0.00328635,2744,0,0,6388269.021,511013.5633,7.508217335,13.3930912,-616,-626.5
2745,3726,781550,4652.281777,12,7719.236172,7.719236172,0.00987683,2745,0,0,6388269.021,512238.5633,7.508217335,13.3930912,-551,-532
2746,3726,781550,5810.10013,6,3869.886833,3.869886833,0.004951554,2746,0,0,6388269.021,513463.5633,7.106594563,13.62147236,-435,-455
2747,3726,781550,4798.704992,0,0,0,0,2747,0,0,6388269.021,514688.5633,7.106594563,13.62147236,-340,-316
2748,3726,781550,3649.509131,0,0,0,0,2748,0,0,6388269.021,515913.5633,7.106594563,13.62147236,-247,-224.5
2749,3726,781550,2500.31327,0,0,0,0,2749,0,0,6388269.021,517138.5633,7.106594563,13.62147236,-121,-143.5
2752,2939.985242,490357.495,336.4669003,0,0,0,0,2752,0,0,6388931.56,507559.9124,7.817876339,NA,-264,-193
2753,3726,781550,1261.791691,0,0,0,0,2753,0,0,6388907.021,508563.5633,7.817876339,NA,-532,-532
2754,3726,781550,2475.305395,1,643.8456458,0.643845646,0.000823806,2754,0,0,6388907.021,509788.5633,7.817876339,NA,-676,-676
2755,3726,781550,3696.404377,4,2567.294856,2.567294856,0.003284876,2755,0,0,6388907.021,511013.5633,7.508217335,13.3930912,-614,-614
2756,3726,781550,4889.563517,14,8829.295472,8.829295472,0.01129716,2756,0,0,6388907.021,512238.5633,7.508217335,13.3930912,-521,-521
2757,3726,781550,5742.919351,6,2764.185406,2.764185406,0.003536799,2757,0,0,6388907.021,513463.5633,7.106594563,13.62147236,-382,-406.5
2758,3726,781550,4577.758873,0,0,0,0,2758,0,0,6388907.021,514688.5633,7.106594563,13.62147236,-276,-276
2759,3726,781550,3428.561514,0,0,0,0,2759,0,0,6388907.021,515913.5633,7.106594563,13.62147236,-180,-156
2760,3726,781550,2279.365653,0,0,0,0,2760,0,0,6388907.021,517138.5633,7.106594563,13.62147236,-95,-95
2763,451.260924,7887.417761,27.57743452,0,0,0,0,2763,0,0,6389809.035,506694.187,7.817876339,NA,-100,-100
2764,3525.510941,716689.226,500.7616319,0,0,0,0,2764,0,0,6389559.621,507385.7223,7.817876339,NA,-122,-193
2765,3726,781550,1512.434974,0,0,0,0,2765,0,0,6389545.021,508563.5633,7.817876339,NA,-532,-475.5
2766,3726,781550,2615.707111,1,643.6391953,0.643639195,0.000823542,2766,0,0,6389545.021,509788.5633,7.817876339,NA,-676,-669
2767,3726,781550,3791.858676,6,2765.601272,2.765601272,0.003538611,2767,0,0,6389545.021,511013.5633,7.508217335,13.3930912,-614,-633.5
2768,3726,781550,4991.563958,15,9089.454864,9.089454864,0.011630036,2768,0,0,6389545.021,512238.5633,7.508217335,13.3930912,-521,-521
2769,3726,781550,5600.866891,4,2302.893597,2.302893597,0.002946572,2769,0,0,6389545.021,513463.5633,7.106594563,13.62147236,-382,-406.5
2770,3726,781550,4398.23414,0,0,0,0,2770,0,0,6389545.021,514688.5633,7.106594563,13.62147236,-276,-276
2771,3726,781550,3212.548394,0,0,0,0,2771,0,0,6389545.021,515913.5633,7.106594563,13.62147236,-180,-156
2772,3726,781550,2058.418037,0,0,0,0,2772,0,0,6389545.021,517138.5633,7.106594563,13.62147236,-95,-95
2775,2707.399154,215933.9877,94.37154976,0,0,0,0,2775,0,0,6390285.698,506495.0646,7.817876339,NA,-100,-41.5
2776,3726,781550,772.6186562,0,0,0,0,2776,0,0,6390183.021,507338.5633,7.817876339,NA,-235,-300.5
2777,3726,781550,1832.413174,0,0,0,0,2777,0,0,6390183.021,508563.5633,7.817876339,NA,-573,-533
2778,3726,781550,2892.207692,1,644.2356682,0.644235668,0.000824305,2778,0,0,6390183.021,509788.5633,7.817876339,NA,-662,-655.5
2779,3726,781550,3988.366472,7,3933.71075,3.93371075,0.005033217,2779,0,0,6390183.021,511013.5633,7.508217335,13.3930912,-582,-603
2780,3726,781550,5142.429935,14,8630.401368,8.630401368,0.011042673,2780,0,0,6390183.021,512238.5633,7.508217335,13.3930912,-484,-462.5
2781,3726,781550,5457.374229,3,1601.272564,1.601272564,0.002048842,2781,0,0,6390183.021,513463.5633,7.106594563,13.62147236,-340,-366.5
2782,3726,781550,4279.979128,0,0,0,0,2782,0,0,6390183.021,514688.5633,7.106594563,13.62147236,-232,-205.5
2783,3726,781550,3085.958917,0,0,0,0,2783,0,0,6390183.021,515913.5633,7.106594563,13.62147236,-139,-124.5
2784,3726,781550,1870.934543,0,0,0,0,2784,0,0,6390183.021,517138.5633,7.106594563,13.62147236,-75,-81
2788,3713.905872,736151.2272,232.8390198,0,0,0,0,2788,0,0,6390818.441,506132.738,7.817876339,NA,-127,-127
2789,3726,781550,1092.596856,0,0,0,0,2789,0,0,6390821.021,507338.5633,7.817876339,NA,-369,-414.5
2790,3726,781550,2152.391374,0,0,0,0,2790,0,0,6390821.021,508563.5633,7.817876339,NA,-604,-585
2791,3726,781550,3212.185892,1,643.4230338,0.643423034,0.000823265,2791,3.685213074,1,6390821.021,509788.5633,7.817876339,NA,-661,-661
2792,3726,781550,4271.98041,8,4727.100349,4.727100349,0.006048366,2792,11.13166514,3,6390821.021,511013.5633,7.508217335,13.3930912,-550,-574
2793,3726,781550,5365.402924,14,8787.426796,8.787426796,0.011243589,2793,0,0,6390821.021,512238.5633,7.508217335,13.3930912,-447,-447
2794,3726,781550,5337.468129,2,1287.15524,1.28715524,0.001646926,2794,0,0,6390821.021,513463.5633,7.106594563,13.62147236,-306,-335
2795,3726,781550,4125.997321,0,0,0,0,2795,0,0,6390821.021,514688.5633,7.106594563,13.62147236,-199,-199
2796,3726,781550,2925.814715,0,0,0,0,2796,0,0,6390821.021,515913.5633,7.106594563,13.62147236,-101,-105.5
2797,3726,781550,1760.164654,0,0,0,0,2797,0,0,6390821.021,517138.5633,7.106594563,13.62147236,-55,-55
2801,3465.172228,442777.8398,250.7620162,0,0,0,0,2801,0,0,6391484.239,506360.049,7.817876339,NA,-127,-187
2802,3726,781550,1138.670513,0,0,0,0,2802,0,0,6391459.021,507338.5633,7.817876339,NA,-369,-414.5
2803,3726,781550,2354.411811,0,0,0,0,2803,0,0,6391459.021,508563.5633,7.817876339,NA,-604,-585
2804,3726,781550,3532.164093,1,643.9360284,0.643936028,0.000823922,2804,0,0,6391459.021,509788.5633,7.817876339,NA,-661,-661
2805,3726,781550,4591.958611,8,5143.734887,5.143734887,0.006581453,2805,2.069194545,2,6391459.021,511013.5633,7.508217335,13.3930912,-550,-574
2806,3726,781550,5651.955364,13,8378.521549,8.378521549,0.010720391,2806,1.586933497,1,6391459.021,512238.5633,7.508217335,13.3930912,-447,-447
2807,3726,781550,5120.443036,2,1287.497579,1.287497579,0.001647364,2807,0,0,6391459.021,513463.5633,7.106594563,13.62147236,-306,-335
2808,3726,781550,3991.617561,0,0,0,0,2808,0,0,6391459.021,514688.5633,7.106594563,13.62147236,-199,-199
2809,3726,781550,2842.553834,0,0,0,0,2809,0,0,6391459.021,515913.5633,7.106594563,13.62147236,-101,-105.5
2810,3726,781550,1617.992633,0,0,0,0,2810,0,0,6391459.021,517138.5633,7.106594563,13.62147236,-55,-55
2814,3518.443083,717294.2035,476.3684903,0,0,0,0,2814,0,0,6392113.42,506159.0223,7.730324268,0.67730999,-177,-130
2815,3726,781550,1399.902913,0,0,0,0,2815,0,0,6392097.021,507338.5633,7.730324268,0.67730999,-408,-451
2816,3726,781550,2491.267269,0,0,0,0,2816,0,0,6392097.021,508563.5633,7.730324268,0.67730999,-610,-592.5
2817,3726,781550,3668.016772,1,643.5163142,0.643516314,0.000823385,2817,6.533084485,1,6392097.021,509788.5633,7.730324268,0.67730999,-642,-628.5
2818,3726,781550,4868.627269,11,6266.105426,6.266105426,0.008017536,2818,0,0,6392097.021,511013.5633,7.557207108,15.6846447,-530,-552.5
2819,3726,781550,5971.731329,13,7243.727022,7.243727022,0.009268412,2819,1.811034736,1,6392097.021,512238.5633,7.557207108,15.6846447,-436,-418
2820,3726,781550,4938.47219,2,1286.758359,1.286758359,0.001646418,2820,0,0,6392097.021,513463.5633,7.091367722,17.13716125,-305,-330.5
2821,3726,781550,3755.340389,0,0,0,0,2821,0,0,6392097.021,514688.5633,7.091367722,17.13716125,-212,-190
2822,3726,781550,2611.111891,0,0,0,0,2822,0,0,6392097.021,515913.5633,7.091367722,17.13716125,-113,-129.5
2823,3726,781550,1492.67778,0,0,0,0,2823,0,0,6392097.021,517138.5633,7.091367722,17.13716125,-41,-58.5
2826,3726,781550,795.9969235,0,0,0,0,2826,0,0,6392735.021,506113.5633,7.730324268,0.67730999,-174,-132
2827,3726,781550,1743.084817,0,0,0,0,2827,0,0,6392735.021,507338.5633,7.730324268,0.67730999,-410,-461
2828,3726,781550,2771.941239,0,0,0,0,2828,0,0,6392735.021,508563.5633,7.730324268,0.67730999,-617,-602
2829,3726,781550,3864.141906,1,644.0621107,0.644062111,0.000824083,2829,0,0,6392735.021,509788.5633,7.730324268,0.67730999,-630,-616.5
