"","grid_ID","adjusted_count_sum","count_sum","Y_centroid_UTM_lat","X_centroid_UTM_lon","sst_clim","chlor_clim","bath","bath_buff_500"
"1784",1784,1.81103473589637,1,6359559.021,517138.5633,7.721112251,10.61103249,-545,-547
"1785",1785,0,0,6359559.021,518363.5633,7.659708977,9.766679764,-532,-527.5
"1786",1786,0,0,6359559.021,519588.5633,7.659708977,9.766679764,-501,-506.5
"1787",1787,0,0,6359559.021,520813.5633,7.659708977,9.766679764,-471,-460
"1788",1788,0,0,6359559.021,522038.5633,7.659708977,9.766679764,-414,-396.5
"1789",1789,0,0,6359559.021,523263.5633,7.102125168,8.295523643,-299,-323.5
"1790",1790,0,0,6359559.021,524488.5633,7.102125168,8.295523643,-127,-101
"1791",1791,0,0,6359559.021,525713.5633,7.102125168,8.295523643,3,-18.5
"1792",1792,0,0,6359572.042,526427.9892,7.102125168,8.295523643,56,91
"1793",1793,0,0,6359781.246,529936.5515,6.5929842,NA,52,31.5
"1794",1794,0,0,6359587.987,530681.4709,6.5929842,NA,-2,4.5
"1795",1795,0,0,6359559.021,531838.5633,6.5929842,NA,-8,-8
"1796",1796,0,0,6359556.76,533066.4395,NA,NA,-9,-2
"1797",1797,0,0,6359480.65,534272.2745,NA,NA,-2,-2
"1798",1798,0,0,6359455.732,535378.2421,NA,NA,18,18
"1799",1799,0,0,6359512.894,537009.1148,NA,NA,10,15
"1800",1800,0,0,6359685.498,537879.9102,NA,NA,67,126.5
"1801",1801,0,0,6359847.249,538619.403,NA,NA,296,241
"1802",1802,0,0,6360277.038,501422.0929,NA,NA,46,91
"1803",1803,0,0,6360074.938,502071.3525,NA,NA,297,297
"1804",1804,0,0,6360248.648,510227.4515,7.777382851,11.5662899,-17,-17
"1805",1805,0,0,6360197.021,511013.5633,7.777382851,11.5662899,-54,-73
"1806",1806,0,0,6360197.021,512238.5633,7.777382851,11.5662899,-237,-237
"1807",1807,0,0,6360197.021,513463.5633,7.721112251,10.61103249,-403,-437
"1808",1808,0,0,6360197.021,514688.5633,7.721112251,10.61103249,-530,-530
"1809",1809,0,0,6360197.021,515913.5633,7.721112251,10.61103249,-554,-554
"1810",1810,11.4817594869799,3,6360197.021,517138.5633,7.721112251,10.61103249,-559,-559
"1811",1811,0,0,6360197.021,518363.5633,7.659708977,9.766679764,-548,-548
"1812",1812,0,0,6360197.021,519588.5633,7.659708977,9.766679764,-508,-515.5
"1813",1813,0,0,6360197.021,520813.5633,7.659708977,9.766679764,-473,-473
"1814",1814,0,0,6360197.021,522038.5633,7.659708977,9.766679764,-421,-405
"1815",1815,0,0,6360197.021,523263.5633,7.102125168,8.295523643,-314,-314
"1816",1816,0,0,6360197.021,524488.5633,7.102125168,8.295523643,-157,-157
"1817",1817,0,0,6360163.265,525600.9305,7.102125168,8.295523643,31,31
"1818",1818,0,0,6359913.234,526373.4228,7.102125168,8.295523643,56,91
"1819",1819,0,0,6360294.203,529588.4174,6.5929842,NA,-2,0.5
"1820",1820,0,0,6360197.021,530613.5633,6.5929842,NA,-31,-31
"1821",1821,0,0,6360197.021,531838.5633,6.5929842,NA,5,-1.5
"1822",1822,0,0,6360071.892,533086.6577,NA,NA,5,-2
"1823",1823,0,0,6359884.473,533681.9293,NA,NA,-37,-16
"1824",1824,0,0,6359973.155,537264.8062,NA,NA,20,15
"1825",1825,0,0,6360174.15,538010.8373,NA,NA,67,67
"1826",1826,0,0,6360290.584,539093.5357,NA,NA,49,38
"1827",1827,0,0,6360941.93,500406.2409,NA,NA,130,130
"1828",1828,0,0,6360720.922,500988.0214,NA,NA,35,40.5
"1829",1829,0,0,6360745.167,510196.8514,7.777382851,11.5662899,-17,-6
"1830",1830,0,0,6360835.021,511013.5633,7.777382851,11.5662899,-54,-73
"1831",1831,0,0,6360835.021,512238.5633,7.777382851,11.5662899,-237,-237
"1832",1832,0,0,6360835.021,513463.5633,7.721112251,10.61103249,-403,-437
"1833",1833,0,0,6360835.021,514688.5633,7.721112251,10.61103249,-530,-530
"1834",1834,14.9032384971082,3,6360835.021,515913.5633,7.721112251,10.61103249,-554,-560
"1835",1835,0,0,6360835.021,517138.5633,7.721112251,10.61103249,-559,-560
"1836",1836,0,0,6360835.021,518363.5633,7.659708977,9.766679764,-548,-548
"1837",1837,0,0,6360835.021,519588.5633,7.659708977,9.766679764,-508,-515.5
"1838",1838,0,0,6360835.021,520813.5633,7.659708977,9.766679764,-473,-473
"1839",1839,0,0,6360835.021,522038.5633,7.659708977,9.766679764,-421,-405
"1840",1840,0,0,6360835.021,523263.5633,7.102125168,8.295523643,-314,-314
"1841",1841,0,0,6360835.021,524488.5633,7.102125168,8.295523643,-157,-124.5
"1842",1842,0,0,6360839.9,525462.0215,7.102125168,8.295523643,1,16
"1843",1843,0,0,6360791.742,528760.3744,6.5929842,NA,29,41.5
"1844",1844,0,0,6360834.812,529408.7212,6.5929842,NA,3,0.5
"1845",1845,0,0,6360835.021,530613.5633,6.5929842,NA,-31,-23
"1846",1846,0,0,6360833.303,531835.1568,6.5929842,NA,5,5
"1847",1847,0,0,6360768.832,532510.2817,6.5929842,NA,18,31
"1848",1848,0,0,6360672.496,538370.6494,NA,NA,8,17.5
"1849",1849,0,0,6360801.018,539196.335,NA,NA,49,38
"1850",1850,0,0,6361766.188,499062.6455,8.354717255,NA,45,51.5
"1851",1851,0,0,6361498.594,500009.7968,NA,NA,81,57.5
"1852",1852,0,0,6361256.256,510367.5009,7.777382851,11.5662899,-32,-52.5
"1853",1853,0,0,6361468.1,511027.1602,7.777382851,11.5662899,-128,-100.5
"1854",1854,0,0,6361473.021,512238.5633,7.777382851,11.5662899,-268,-229
"1855",1855,0,0,6361473.021,513463.5633,7.721112251,10.61103249,-424,-456
"1856",1856,0,0,6361473.021,514688.5633,7.721112251,10.61103249,-523,-514
"1857",1857,0,0,6361473.021,515913.5633,7.721112251,10.61103249,-547,-562.5
"1858",1858,0,0,6361473.021,517138.5633,7.721112251,10.61103249,-567,-566.5
"1859",1859,0,0,6361473.021,518363.5633,7.659708977,9.766679764,-562,-556.5
"1860",1860,0,0,6361473.021,519588.5633,7.659708977,9.766679764,-517,-525.5
"1861",1861,0,0,6361473.021,520813.5633,7.659708977,9.766679764,-483,-472.5
"1862",1862,0,0,6361473.021,522038.5633,7.659708977,9.766679764,-406,-420
"1863",1863,0,0,6361473.021,523263.5633,7.102125168,8.295523643,-339,-353.5
"1864",1864,0,0,6361473.021,524488.5633,7.102125168,8.295523643,-173,-136
"1865",1865,0,0,6361485.083,525522.5775,7.102125168,8.295523643,4,31.5
"1866",1866,0,0,6361473.374,529470.5128,6.5929842,NA,-28,-49
"1867",1867,0,0,6361473.021,530613.5633,6.5929842,NA,-2,-34.5
"1868",1868,0,0,6361413.59,531619.9476,6.5929842,NA,80,47.5
"1869",1869,0,0,6361201.752,539665.4443,NA,NA,8,8
"1870",1870,0,0,6362111.745,499117.8846,8.354717255,NA,1,2.5
"1871",1871,0,0,6362090.321,499718.4469,8.354717255,NA,54,54
"1872",1872,0,0,6362311.948,510313.0769,7.777382851,11.5662899,1,-9
"1873",1873,0,0,6362118.058,511032.0807,7.777382851,11.5662899,-100,-59.5
"1874",1874,0,0,6362111.021,512238.5633,7.777382851,11.5662899,-289,-289
"1875",1875,0,0,6362111.021,513463.5633,7.721112251,10.61103249,-445,-470.5
"1876",1876,0,0,6362111.021,514688.5633,7.721112251,10.61103249,-473,-473
"1877",1877,0,0,6362111.021,515913.5633,7.721112251,10.61103249,-493,-512
"1878",1878,0,0,6362111.021,517138.5633,7.721112251,10.61103249,-551,-545
"1879",1879,0,0,6362111.021,518363.5633,7.659708977,9.766679764,-560,-560
"1880",1880,0,0,6362111.021,519588.5633,7.659708977,9.766679764,-528,-535
"1881",1881,0,0,6362111.021,520813.5633,7.659708977,9.766679764,-499,-499
"1882",1882,0,0,6362111.021,522038.5633,7.659708977,9.766679764,-436,-448
"1883",1883,0,0,6362111.021,523263.5633,7.102125168,8.295523643,-341,-341
"1884",1884,0,0,6362111.021,524488.5633,7.102125168,8.295523643,-178,-136
"1885",1885,0,0,6362113.138,525709.5358,7.102125168,8.295523643,8,8
"1886",1886,0,0,6362236.127,526615.8837,7.102125168,8.295523643,58,43.5
"1887",1887,0,0,6362345.273,528226.0372,6.5929842,NA,16,19
"1888",1888,0,0,6362117.442,529406.8868,6.5929842,NA,-66,-66
"1889",1889,0,0,6362111.021,530613.5633,6.5929842,NA,41,1
"1890",1890,0,0,6362029.503,531346.6431,6.5929842,NA,15,109
"1891",1891,0,0,6362957.141,496803.2289,8.354717255,NA,3,3
"1892",1892,0,0,6362805.672,497591.3335,8.354717255,NA,150,150
"1893",1893,0,0,6362772.827,498784.6923,8.354717255,NA,4,4
"1894",1894,0,0,6362764.093,499712.9713,8.354717255,NA,54,54
"1895",1895,0,0,6363058.371,509114.429,7.777382851,11.5662899,12,10.5
"1896",1896,0,0,6362650.189,510164.719,7.777382851,11.5662899,1,7
"1897",1897,0,0,6362738.551,511037.1158,7.777382851,11.5662899,-100,-59.5
"1898",1898,0,0,6362749.021,512238.5633,7.777382851,11.5662899,-289,-289
"1899",1899,0,0,6362749.021,513463.5633,7.721112251,10.61103249,-445,-470.5
"1900",1900,0,0,6362749.021,514688.5633,7.721112251,10.61103249,-473,-473
"1901",1901,0,0,6362749.021,515913.5633,7.721112251,10.61103249,-493,-512
"1902",1902,0,0,6362749.021,517138.5633,7.721112251,10.61103249,-551,-545
"1903",1903,0,0,6362749.021,518363.5633,7.659708977,9.766679764,-560,-560
"1904",1904,0,0,6362749.021,519588.5633,7.659708977,9.766679764,-528,-535
"1905",1905,0,0,6362749.021,520813.5633,7.659708977,9.766679764,-499,-499
"1906",1906,0,0,6362749.021,522038.5633,7.659708977,9.766679764,-436,-448
"1907",1907,0,0,6362749.021,523263.5633,7.102125168,8.295523643,-341,-341
"1908",1908,0,0,6362749.021,524488.5633,7.102125168,8.295523643,-178,-136
"1909",1909,0,0,6362749.021,525713.5633,7.102125168,8.295523643,8,8
"1910",1910,0,0,6362755.496,526933.3683,7.102125168,8.295523643,58,47
"1911",1911,0,0,6362749.261,528163.5359,6.5929842,NA,16,19
"1912",1912,0,0,6362749.021,529388.5633,6.5929842,NA,-66,-75.5
"1913",1913,0,0,6362735.185,530561.1794,6.5929842,NA,41,1
"1914",1914,0,0,6362462.39,531241.7499,6.5929842,NA,203,122
"1915",1915,0,0,6363437.268,496554.4794,8.354717255,NA,3,10
"1916",1916,0,0,6363387.021,497538.5633,8.354717255,NA,-4,-3.5
"1917",1917,0,0,6363387.021,498763.5633,8.354717255,NA,11,6
"1918",1918,0,0,6363414.734,499885.9079,8.354717255,NA,17,75
"1919",1919,0,0,6363689.599,500614.9662,NA,NA,120,120
"1920",1920,0,0,6363694.817,507447.7439,4.955260277,NA,245,197.5
"1921",1921,0,0,6363463.563,508883.4019,7.777382851,11.5662899,9,10.5
"1922",1922,0,0,6363447.051,509675.3171,7.777382851,11.5662899,23,17.5
"1923",1923,0,0,6363405.75,511077.4948,7.777382851,11.5662899,-113,-64.5
"1924",1924,0,0,6363387.021,512238.5633,7.777382851,11.5662899,-307,-261.5
"1925",1925,0,0,6363387.021,513463.5633,7.721112251,10.61103249,-468,-463.5
"1926",1926,0,0,6363387.021,514688.5633,7.721112251,10.61103249,-396,-412.5
"1927",1927,0,0,6363387.021,515913.5633,7.721112251,10.61103249,-420,-445.5
"1928",1928,0,0,6363387.021,517138.5633,7.721112251,10.61103249,-521,-509.5
"1929",1929,0,0,6363387.021,518363.5633,7.659708977,9.766679764,-547,-547
"1930",1930,0,0,6363387.021,519588.5633,7.659708977,9.766679764,-535,-539
"1931",1931,0,0,6363387.021,520813.5633,7.659708977,9.766679764,-516,-510
"1932",1932,0,0,6363387.021,522038.5633,7.659708977,9.766679764,-468,-479.5
"1933",1933,0,0,6363387.021,523263.5633,7.102125168,8.295523643,-358,-397.5
"1934",1934,0,0,6363387.021,524488.5633,7.102125168,8.295523643,-189,-151.5
"1935",1935,0,0,6363387.021,525713.5633,7.102125168,8.295523643,-12,-35
"1936",1936,0,0,6363387.021,526938.5633,7.102125168,8.295523643,-2,-8.5
"1937",1937,0,0,6363387.021,528163.5633,6.5929842,NA,-35,-27.5
"1938",1938,0,0,6363387.021,529388.5633,6.5929842,NA,-60,-37
"1939",1939,0,0,6363366.684,530410.1298,6.5929842,NA,8,62
"1940",1940,0,0,6363961.99,496595.4532,7.547442436,NA,-34,-16
"1941",1941,0,0,6364025.021,497538.5633,7.547442436,NA,-37,-38.5
"1942",1942,0,0,6364025.021,498763.5633,7.547442436,NA,-78,-78
"1943",1943,0,0,6364025.021,499988.5633,7.547442436,NA,-23,-1
"1944",1944,0,0,6364117.129,500795.9395,7.607190132,NA,43,42
"1945",1945,0,0,6364270.619,504036.3631,7.607190132,NA,86,74.5
"1946",1946,0,0,6364286.963,504628.2734,7.607190132,NA,36,61
"1947",1947,0,0,6364252.573,506558.0829,7.630745888,NA,38,99
"1948",1948,0,0,6364094.489,507362.7846,7.630745888,NA,10,6
"1949",1949,0,0,6364041.371,508597.2328,7.98426342,11.31813908,-31,-16.5
"1950",1950,0,0,6364025.021,509788.5633,7.98426342,11.31813908,-2,-2
"1951",1951,0,0,6364025.021,511013.5633,7.98426342,11.31813908,-151,-93.5
"1952",1952,0,0,6364025.021,512238.5633,7.98426342,11.31813908,-331,-331
"1953",1953,0,0,6364025.021,513463.5633,7.724863052,11.19768906,-389,-398.5
"1954",1954,1.81103473589637,1,6364025.021,514688.5633,7.724863052,11.19768906,-309,-341
"1955",1955,0,0,6364025.021,515913.5633,7.724863052,11.19768906,-337,-378.5
"1956",1956,0,0,6364025.021,517138.5633,7.724863052,11.19768906,-487,-470
"1957",1957,0,0,6364025.021,518363.5633,7.673611641,10.3397131,-530,-535
"1958",1958,0,0,6364025.021,519588.5633,7.673611641,10.3397131,-541,-542
"1959",1959,0,0,6364025.021,520813.5633,7.673611641,10.3397131,-532,-532
"1960",1960,0,0,6364025.021,522038.5633,7.673611641,10.3397131,-492,-506.5
"1961",1961,0,0,6364025.021,523263.5633,7.326825619,10.79662132,-364,-364
"1962",1962,0,0,6364025.021,524488.5633,7.326825619,10.79662132,-193,-158.5
"1963",1963,0,0,6364025.021,525713.5633,7.326825619,10.79662132,-43,-43
"1964",1964,0,0,6364025.021,526938.5633,7.326825619,10.79662132,-41,-54
"1965",1965,0,0,6364025.021,528163.5633,6.972259998,2.1073699,-37,-41.5
"1966",1966,0,0,6364025.021,529388.5633,6.972259998,2.1073699,-2,-2
"1967",1967,0,0,6363992.084,530258.5884,6.972259998,2.1073699,125,125
"1968",1968,0,0,6364844.832,495293.7996,7.547442436,NA,-42,-42
"1969",1969,0,0,6364696.701,496362.0143,7.547442436,NA,2,-60.5
"1970",1970,0,0,6364663.021,497538.5633,7.547442436,NA,-37,-37
"1971",1971,0,0,6364663.021,498763.5633,7.547442436,NA,-78,-127.5
"1972",1972,0,0,6364663.021,499988.5633,7.547442436,NA,-23,-23
"1973",1973,0,0,6364695.065,501173.1918,7.607190132,NA,41,6
"1974",1974,0,0,6364751.409,502413.174,7.607190132,NA,2,2
"1975",1975,0,0,6364702.865,503720.146,7.607190132,NA,1,32
"1976",1976,0,0,6364683.888,504838.1168,7.607190132,NA,36,19
"1977",1977,0,0,6364704.636,506195.6101,7.630745888,NA,3,81.5
"1978",1978,0,0,6364663.021,507338.5633,7.630745888,NA,10,10
"1979",1979,0,0,6364663.021,508563.5633,7.98426342,11.31813908,-31,-31
"1980",1980,0,0,6364663.021,509788.5633,7.98426342,11.31813908,-2,-2
"1981",1981,0,0,6364663.021,511013.5633,7.98426342,11.31813908,-151,-93.5
"1982",1982,0,0,6364663.021,512238.5633,7.98426342,11.31813908,-331,-331
"1983",1983,5.2120203119737,1,6364663.021,513463.5633,7.724863052,11.19768906,-389,-389
"1984",1984,0,0,6364663.021,514688.5633,7.724863052,11.19768906,-309,-309
"1985",1985,0,0,6364663.021,515913.5633,7.724863052,11.19768906,-337,-337
"1986",1986,0,0,6364663.021,517138.5633,7.724863052,11.19768906,-487,-487
"1987",1987,0,0,6364663.021,518363.5633,7.673611641,10.3397131,-530,-530
"1988",1988,0,0,6364663.021,519588.5633,7.673611641,10.3397131,-541,-541
"1989",1989,0,0,6364663.021,520813.5633,7.673611641,10.3397131,-532,-532
"1990",1990,0,0,6364663.021,522038.5633,7.673611641,10.3397131,-492,-506.5
"1991",1991,0,0,6364663.021,523263.5633,7.326825619,10.79662132,-364,-364
"1992",1992,0,0,6364663.021,524488.5633,7.326825619,10.79662132,-193,-158.5
"1993",1993,0,0,6364663.021,525713.5633,7.326825619,10.79662132,-43,-43
"1994",1994,0,0,6364663.021,526938.5633,7.326825619,10.79662132,-41,-54
"1995",1995,0,0,6364663.021,528163.5633,6.972259998,2.1073699,-37,-37
"1996",1996,0,0,6364663.021,529388.5633,6.972259998,2.1073699,-2,-2
"1997",1997,0,0,6364575.417,530117.2028,6.972259998,2.1073699,125,74
"1998",1998,0,0,6365579.229,493150.0075,8.297122002,NA,129,129
"1999",1999,0,0,6365407.649,494000.1326,8.297122002,NA,27,44
"2000",2000,0,0,6365301.242,495088.9851,7.547442436,NA,-42,-18.5
"2001",2001,0,0,6365301.021,496313.5633,7.547442436,NA,-123,-123.5
"2002",2002,0,0,6365301.021,497538.5633,7.547442436,NA,-125,-116
"2003",2003,0,0,6365301.021,498763.5633,7.547442436,NA,-177,-177
"2004",2004,0,0,6365301.021,499988.5633,7.547442436,NA,-106,-104
"2005",2005,0,0,6365301.021,501213.5633,7.607190132,NA,-29,-50.5
"2006",2006,0,0,6365301.021,502438.5633,7.607190132,NA,2,3.5
"2007",2007,0,0,6365301.021,503663.5633,7.607190132,NA,1,2
"2008",2008,0,0,6365301.021,504888.5633,7.607190132,NA,2,4
"2009",2009,0,0,6365301.021,506113.5633,7.630745888,NA,3,3
"2010",2010,0,0,6365301.021,507338.5633,7.630745888,NA,4,5.5
"2011",2011,0,0,6365301.021,508563.5633,7.98426342,11.31813908,-36,-23
"2012",2012,0,0,6365301.021,509788.5633,7.98426342,11.31813908,-36,-40
"2013",2013,0,0,6365301.021,511013.5633,7.98426342,11.31813908,-249,-191.5
"2014",2014,0,0,6365301.021,512238.5633,7.98426342,11.31813908,-394,-355
"2015",2015,0,0,6365301.021,513463.5633,7.724863052,11.19768906,-485,-475.5
"2016",2016,0,0,6365301.021,514688.5633,7.724863052,11.19768906,-243,-300.5
"2017",2017,4.66566615948887,2,6365301.021,515913.5633,7.724863052,11.19768906,-266,-303
"2018",2018,0,0,6365301.021,517138.5633,7.724863052,11.19768906,-439,-417
"2019",2019,0,0,6365301.021,518363.5633,7.673611641,10.3397131,-498,-507.5
"2020",2020,0,0,6365301.021,519588.5633,7.673611641,10.3397131,-537,-533.5
"2021",2021,0,0,6365301.021,520813.5633,7.673611641,10.3397131,-539,-537
"2022",2022,0,0,6365301.021,522038.5633,7.673611641,10.3397131,-506,-517.5
"2023",2023,0,0,6365301.021,523263.5633,7.326825619,10.79662132,-353,-353
"2024",2024,0,0,6365301.021,524488.5633,7.326825619,10.79662132,-187,-153.5
"2025",2025,0,0,6365301.021,525713.5633,7.326825619,10.79662132,-61,-70.5
"2026",2026,0,0,6365301.021,526938.5633,7.326825619,10.79662132,-52,-57
"2027",2027,0,0,6365301.021,528163.5633,6.972259998,2.1073699,-24,-31.5
"2028",2028,0,0,6365263.981,529253.7498,6.972259998,2.1073699,28,7.5
"2029",2029,0,0,6364987.531,530006.6777,6.972259998,2.1073699,117,160.5
"2030",2030,0,0,6366160.44,491862.7619,8.297122002,NA,32,31.5
"2031",2031,0,0,6365993.835,492724.375,8.297122002,NA,8,19.5
"2032",2032,0,0,6365939.021,493863.5633,8.297122002,NA,-46,-77.5
"2033",2033,0,0,6365939.021,495088.5633,7.547442436,NA,-197,-193.5
"2034",2034,0,0,6365939.021,496313.5633,7.547442436,NA,-275,-261
"2035",2035,0,0,6365939.021,497538.5633,7.547442436,NA,-237,-258
"2036",2036,0,0,6365939.021,498763.5633,7.547442436,NA,-306,-306
"2037",2037,0,0,6365939.021,499988.5633,7.547442436,NA,-270,-257.5
"2038",2038,0,0,6365939.021,501213.5633,7.607190132,NA,-289,-255.5
"2039",2039,0,0,6365939.021,502438.5633,7.607190132,NA,-137,-152
"2040",2040,0,0,6365939.021,503663.5633,7.607190132,NA,-59,-99
"2041",2041,0,0,6365939.021,504888.5633,7.607190132,NA,-98,-95
"2042",2042,0,0,6365939.021,506113.5633,7.630745888,NA,-111,-84.5
"2043",2043,0,0,6365939.021,507338.5633,7.630745888,NA,1,2.5
"2044",2044,0,0,6365939.021,508563.5633,7.98426342,11.31813908,-88,-58
"2045",2045,0,0,6365939.021,509788.5633,7.98426342,11.31813908,-113,-125.5
"2046",2046,0,0,6365939.021,511013.5633,7.98426342,11.31813908,-292,-257
"2047",2047,0,0,6365939.021,512238.5633,7.98426342,11.31813908,-450,-450
"2048",2048,0,0,6365939.021,513463.5633,7.724863052,11.19768906,-576,-567
"2049",2049,2.42427706933325,1,6365939.021,514688.5633,7.724863052,11.19768906,-198,-276.5
"2050",2050,0,0,6365939.021,515913.5633,7.724863052,11.19768906,-226,-253.5
"2051",2051,0,0,6365939.021,517138.5633,7.724863052,11.19768906,-397,-372
"2052",2052,0,0,6365939.021,518363.5633,7.673611641,10.3397131,-468,-481.5
"2053",2053,0,0,6365939.021,519588.5633,7.673611641,10.3397131,-534,-526
"2054",2054,0,0,6365939.021,520813.5633,7.673611641,10.3397131,-545,-543.5
"2055",2055,0,0,6365939.021,522038.5633,7.673611641,10.3397131,-500,-517
"2056",2056,0,0,6365939.021,523263.5633,7.326825619,10.79662132,-336,-336
"2057",2057,0,0,6365939.021,524488.5633,7.326825619,10.79662132,-173,-142
"2058",2058,0,0,6365939.021,525713.5633,7.326825619,10.79662132,-45,-45
"2059",2059,0,0,6365939.021,526938.5633,7.326825619,10.79662132,-33,-23.5
"2060",2060,0,0,6365939.021,528163.5633,6.972259998,2.1073699,2,-3
"2061",2061,0,0,6365880.486,528995.5728,6.972259998,2.1073699,47,70.5
"2062",2062,0,0,6366782.922,490775.5599,8.297122002,NA,6,6
"2063",2063,0,0,6366637.047,491549.8857,8.297122002,NA,-36,-20
"2064",2064,0,0,6366577.021,492638.5633,8.297122002,NA,-130,-61
"2065",2065,0,0,6366577.021,493863.5633,8.297122002,NA,-157,-101.5
"2066",2066,0,0,6366577.021,495088.5633,7.547442436,NA,-238,-238
"2067",2067,0,0,6366577.021,496313.5633,7.547442436,NA,-255,-265
"2068",2068,0,0,6366577.021,497538.5633,7.547442436,NA,-222,-222
"2069",2069,0,0,6366577.021,498763.5633,7.547442436,NA,-277,-291.5
"2070",2070,0,0,6366577.021,499988.5633,7.547442436,NA,-252,-252
"2071",2071,0,0,6366577.021,501213.5633,7.607190132,NA,-313,-301
"2072",2072,0,0,6366577.021,502438.5633,7.607190132,NA,-226,-226
"2073",2073,0,0,6366577.021,503663.5633,7.607190132,NA,-173,-116
"2074",2074,0,0,6366577.021,504888.5633,7.607190132,NA,-268,-268
"2075",2075,0,0,6366577.021,506113.5633,7.630745888,NA,-285,-285
"2076",2076,0,0,6366577.021,507338.5633,7.630745888,NA,-247,-123
"2077",2077,0,0,6366577.021,508563.5633,7.98426342,11.31813908,-187,-187
"2078",2078,0,0,6366577.021,509788.5633,7.98426342,11.31813908,-169,-141
"2079",2079,0,0,6366577.021,511013.5633,7.98426342,11.31813908,-241,-241
"2080",2080,0,0,6366577.021,512238.5633,7.98426342,11.31813908,-351,-400.5
"2081",2081,0,0,6366577.021,513463.5633,7.724863052,11.19768906,-593,-593
"2082",2082,0,0,6366577.021,514688.5633,7.724863052,11.19768906,-198,-201
"2083",2083,0,0,6366577.021,515913.5633,7.724863052,11.19768906,-226,-225
"2084",2084,0,0,6366577.021,517138.5633,7.724863052,11.19768906,-397,-385.5
"2085",2085,0,0,6366577.021,518363.5633,7.673611641,10.3397131,-468,-459
"2086",2086,0,0,6366577.021,519588.5633,7.673611641,10.3397131,-534,-534
"2087",2087,0,0,6366577.021,520813.5633,7.673611641,10.3397131,-545,-547.5
"2088",2088,0,0,6366577.021,522038.5633,7.673611641,10.3397131,-500,-500
"2089",2089,0,0,6366577.021,523263.5633,7.326825619,10.79662132,-336,-336
"2090",2090,0,0,6366577.021,524488.5633,7.326825619,10.79662132,-173,-142
"2091",2091,0,0,6366577.021,525713.5633,7.326825619,10.79662132,-45,-45
"2092",2092,0,0,6366577.021,526938.5633,7.326825619,10.79662132,-33,-33
"2093",2093,0,0,6366564.092,528128.3612,6.972259998,2.1073699,2,2
"2094",2094,0,0,6366344.851,528835.8102,6.972259998,2.1073699,47,70.5
"2095",2095,0,0,6367254.955,490746.7989,8.297122002,NA,6,6
"2096",2096,0,0,6367215.021,491413.5633,8.297122002,NA,-4,-20
"2097",2097,0,0,6367215.021,492638.5633,8.297122002,NA,-130,-110.5
"2098",2098,0,0,6367215.021,493863.5633,8.297122002,NA,-157,-175.5
"2099",2099,0,0,6367215.021,495088.5633,7.547442436,NA,-238,-243.5
"2100",2100,0,0,6367215.021,496313.5633,7.547442436,NA,-255,-248.5
"2101",2101,0,0,6367215.021,497538.5633,7.547442436,NA,-222,-227
"2102",2102,0,0,6367215.021,498763.5633,7.547442436,NA,-277,-277
"2103",2103,0,0,6367215.021,499988.5633,7.547442436,NA,-252,-224.5
"2104",2104,0,0,6367215.021,501213.5633,7.607190132,NA,-313,-313
"2105",2105,0,0,6367215.021,502438.5633,7.607190132,NA,-226,-219.5
"2106",2106,0,0,6367215.021,503663.5633,7.607190132,NA,-173,-220.5
"2107",2107,0,0,6367215.021,504888.5633,7.607190132,NA,-268,-194.5
"2108",2108,0,0,6367215.021,506113.5633,7.630745888,NA,-285,-218
"2109",2109,0,0,6367215.021,507338.5633,7.630745888,NA,-247,-122.5
"2110",2110,0,0,6367215.021,508563.5633,7.98426342,11.31813908,-187,-175
"2111",2111,0,0,6367215.021,509788.5633,7.98426342,11.31813908,-169,-169
"2112",2112,0,0,6367215.021,511013.5633,7.98426342,11.31813908,-241,-236
"2113",2113,0,0,6367215.021,512238.5633,7.98426342,11.31813908,-351,-351
"2114",2114,0,0,6367215.021,513463.5633,7.724863052,11.19768906,-593,-523.5
"2115",2115,2.51419826551703,2,6367215.021,514688.5633,7.724863052,11.19768906,-204,-246.5
"2116",2116,0,0,6367215.021,515913.5633,7.724863052,11.19768906,-224,-247.5
"2117",2117,0,0,6367215.021,517138.5633,7.724863052,11.19768906,-374,-350
"2118",2118,0,0,6367215.021,518363.5633,7.673611641,10.3397131,-450,-466
"2119",2119,0,0,6367215.021,519588.5633,7.673611641,10.3397131,-531,-520.5
"2120",2120,0,0,6367215.021,520813.5633,7.673611641,10.3397131,-550,-549
"2121",2121,0,0,6367215.021,522038.5633,7.673611641,10.3397131,-503,-520.5
"2122",2122,0,0,6367215.021,523263.5633,7.326825619,10.79662132,-313,-313
"2123",2123,0,0,6367215.021,524488.5633,7.326825619,10.79662132,-150,-120.5
"2124",2124,0,0,6367215.021,525713.5633,7.326825619,10.79662132,-30,-37.5
"2125",2125,0,0,6367215.021,526938.5633,7.326825619,10.79662132,-24,-17.5
"2126",2126,0,0,6367183.724,527934.702,6.972259998,2.1073699,6,29
"2127",2127,0,0,6367874.075,490709.5922,8.297122002,NA,-35,-15
"2128",2128,0,0,6367853.021,491413.5633,8.297122002,NA,-86,-116.5
"2129",2129,0,0,6367853.021,492638.5633,8.297122002,NA,-250,-242
"2130",2130,0,0,6367853.021,493863.5633,8.297122002,NA,-218,-216.5
"2131",2131,0,0,6367853.021,495088.5633,7.547442436,NA,-173,-182
