"","grid_ID","cell_length","cell_area","dist_shore_m","num_trks","trk_length_sum_m","trk_length_sum_km","stand_trk_length_m"
"2799",2799,1300.24912561,7721.8735004,6.23845901833,0,0,0,0
"2800",2800,2444.02295569,245801.784252,135.092182983,0,0,0,0
"2801",2801,3465.17222812,442777.839792,250.762016234,0,0,0,0
"2802",2802,3726,781550,1138.67051341,0,0,0,0
"2803",2803,3726,781550,2354.41181112,0,0,0,0
"2804",2804,3726,781550,3532.16409258,1,643.936028373,0.643936028373,0.000823921730372977
"2805",2805,3726,781550,4591.95861056,8,5143.73488704,5.14373488704,0.00658145337731431
"2806",2806,3726,781550,5651.95536371,13,8378.52154902,8.37852154902,0.0107203909526198
"2807",2807,3726,781550,5120.44303587,2,1287.49757917,1.28749757917,0.00164736431344124
"2808",2808,3726,781550,3991.61756059,0,0,0,0
"2809",2809,3726,781550,2842.55383445,0,0,0,0
"2810",2810,3726,781550,1617.99263315,0,0,0,0
"2811",2811,3730.57107116,721028.640636,441.543274279,0,0,0,0
"2812",2812,530.096839263,4242.98332253,8.69852484276,0,0,0,0
"2813",2813,698.864509296,20465.7737965,46.9080630586,0,0,0,0
"2814",2814,3518.44308267,717294.203531,476.368490324,0,0,0,0
"2815",2815,3726,781550,1399.90291328,0,0,0,0
"2816",2816,3726,781550,2491.26726885,0,0,0,0
"2817",2817,3726,781550,3668.01677246,1,643.516314182,0.643516314182,0.000823384702427228
"2818",2818,3726,781550,4868.62726867,11,6266.10542621,6.26610542621,0.00801753621164353
"2819",2819,3726,781550,5971.73132874,13,7243.7270218,7.2437270218,0.00926841151788113
"2820",2820,3726,781550,4938.47219012,2,1286.75835891,1.28675835891,0.00164641847471051
"2821",2821,3726,781550,3755.34038923,0,0,0,0
"2822",2822,3726,781550,2611.11189064,0,0,0,0
"2823",2823,3726,781550,1492.67778004,0,0,0,0
"2824",2824,3297.97376325,649660.087479,464.174273204,0,0,0,0
"2825",2825,1813.92724729,195056.710539,207.885593486,0,0,0,0
"2826",2826,3726,781550,795.996923479,0,0,0,0
"2827",2827,3726,781550,1743.08481741,0,0,0,0
"2828",2828,3726,781550,2771.94123915,0,0,0,0
"2829",2829,3726,781550,3864.14190624,1,644.062110667,0.644062110667,0.000824083053761116
"2830",2830,3726,781550,5018.04514824,13,7895.17881595,7.89517881595,0.0101019497357175
"2831",2831,3726,781550,6054.69589617,11,6608.73353601,6.60873353601,0.00845593184826307
"2832",2832,3726,781550,4834.47683431,2,656.660502435,0.656660502435,0.000840202805239588
"2833",2833,3726,781550,3617.4908608,0,0,0,0
"2834",2834,3726,781550,2408.64360053,0,0,0,0
"2835",2835,3726,781550,1232.12737199,0,0,0,0
"2836",2836,2880.50035556,519985.98343,405.626426266,0,0,0,0
"2837",2837,613.800803584,16082.9308657,42.1301465197,0,0,0,0
"2838",2838,3504.83816273,693883.714519,431.982080909,0,0,0,0
"2839",2839,3726,781550,1519.83305738,0,0,0,0
"2840",2840,3726,781550,2723.33799293,0,0,0,0
"2841",2841,3726,781550,3926.84292848,1,643.130337302,0.643130337302,0.000822890841663361
"2842",2842,3726,781550,5130.34786403,14,8704.48418427,8.70448418427,0.0111374629700851
"2843",2843,3726,781550,6037.18541815,10,6092.58753207,6.09258753207,0.00779551856192182
"2844",2844,3726,781550,4813.51357643,1,639.757161532,0.639757161532,0.000818574834024695
"2845",2845,3726,781550,3589.42708756,0,0,0,0
"2846",2846,3726,781550,2366.28626403,0,0,0,0
"2847",2847,3726,781550,1147.1201113,0,0,0,0
"2848",2848,2868.57243396,390414.77162,259.046883169,0,0,0,0
"2849",2849,2914.11292122,518923.042,400.281845259,0,0,0,0
"2850",2850,3726,781550,1400.83949648,0,0,0,0
"2851",2851,3726,781550,2606.24909037,0,0,0,0
"2852",2852,3726,781550,3821.9581424,1,643.608272563,0.643608272563,0.000823502363972874
"2853",2853,3726,781550,5042.16657434,14,8994.19499652,8.99419499652,0.0115081504657667
"2854",2854,3726,781550,5714.23125881,9,5796.5493546,5.7965493546,0.00741673514759132
"2855",2855,3726,781550,4657.76989107,1,640.040774864,0.640040774864,0.000818937719741539
"2856",2856,3726,781550,3601.30852333,0,0,0,0
"2857",2857,3726,781550,2492.21695931,0,0,0,0
"2858",2858,3726,781550,1334.5934349,0,0,0,0
"2859",2859,2982.48381799,564490.745733,446.09603602,0,0,0,0
"2860",2860,2837.14775768,490557.938099,381.206069497,0,0,0,0
"2861",2861,3726,781550,1371.67917489,0,0,0,0
"2862",2862,3726,781550,2589.33661937,0,0,0,0
"2863",2863,3726,781550,3810.44536106,1,641.702081001,0.641702081001,0.000821063375345147
"2864",2864,3726,781550,5033.44549695,15,9373.55607654,9.37355607654,0.0119935462562088
"2865",2865,3726,781550,5391.27709947,9,5418.41890298,5.41841890298,0.00693291395685497
"2866",2866,3726,781550,4334.81573173,1,641.150772327,0.641150772327,0.000820357971117651
"2867",2867,3726,781550,3278.35436399,0,0,0,0
"2868",2868,3726,781550,2221.89299625,0,0,0,0
"2869",2869,3726,781550,1165.43162851,0,0,0,0
"2870",2870,2695.74539108,448766.041593,340.1751556,0,0,0,0
"2871",2871,365.014135454,4651.1499923,15.6611153711,0,0,0,0
"2872",2872,191.578861229,1557.74394591,13.0583586891,0,0,0,0
"2873",2873,3455.1792956,644286.099333,393.922519577,0,0,0,0
"2874",2874,3726,781550,1444.52269738,0,0,0,0
"2875",2875,3726,781550,2660.14947738,0,0,0,0
"2876",2876,3726,781550,3877.51863011,1,642.078885579,0.642078885579,0.000821545500069093
"2877",2877,3726,781550,5094.88778285,16,10258.8510403,10.2588510403,0.0131262888366707
"2878",2878,3726,781550,5068.64336043,8,4521.53133845,4.52153133845,0.00578533854321541
"2879",2879,3726,781550,4011.86157239,1,639.913250902,0.639913250902,0.000818774551726697
"2880",2880,3726,781550,2955.40020465,0,0,0,0
"2881",2881,3726,781550,1898.93883691,0,0,0,0
"2882",2882,3726,781550,842.47746917,0,0,0,0
"2883",2883,2106.53888117,232473.7701,170.952688608,0,0,0,0
"2884",2884,1896.14486154,187081.4737,150.324453267,0,0,0,0
"2885",2885,1707.83087399,154323.084497,174.331640667,0,0,0,0
"2886",2886,3726,781550,713.256787954,0,0,0,0
"2887",2887,3726,781550,1669.96905676,0,0,0,0
"2888",2888,3726,781550,2789.77565872,0,0,0,0
"2889",2889,3726,781550,3972.17192497,1,641.892870957,0.641892870957,0.000821307492747745
"2890",2890,3726,781550,5174.42763762,17,10534.5419494,10.5345419494,0.013479037744738
"2891",2891,3726,781550,4784.06042238,7,4258.06318852,4.25806318852,0.0054482287614612
"2892",2892,3726,781550,3688.90741305,1,639.66699504,0.63966699504,0.000818459465216557
"2893",2893,3726,781550,2632.44604531,0,0,0,0
"2894",2894,3726,781550,1575.98467757,0,0,0,0
"2895",2895,3582.30046442,748377.97298,545.065789499,0,0,0,0
"2896",2896,828.88446613,26730.4742243,50.9232456373,0,0,0,0
"2897",2897,855.198016425,9841.1449017,531.706777249,0,0,0,0
"2898",2898,2388.60035722,350917.922535,266.559094356,0,0,0,0
"2899",2899,1784.08059207,161142.7862,126.32548734,0,0,0,0
"2900",2900,3726,781550,861.119161334,0,0,0,0
"2901",2901,3726,781550,2061.42019102,0,0,0,0
"2902",2902,3726,781550,3049.44044921,1,293.086519281,0.293086519281,0.000375006742090717
"2903",2903,3726,781550,4158.6522611,1,348.661823971,0.348661823971,0.000446115826205617
"2904",2904,3726,781550,5318.92284248,17,10935.5284951,10.9355284951,0.0139921035059817
"2905",2905,3726,781550,4571.36858442,6,3862.55431766,3.86255431766,0.00494217173265946
"2906",2906,3726,781550,3408.5745337,1,639.844800272,0.639844800272,0.000818686968552236
"2907",2907,3726,781550,2309.49188597,0,0,0,0
"2908",2908,3726,781550,1253.03051823,0,0,0,0
"2909",2909,3058.63708117,536193.0959,368.39580275,0,0,0,0
"2910",2910,1456.60820246,56104.1887996,599.875541658,0,0,0,0
"2911",2911,2804.42445908,478332.4931,360.605534889,0,0,0,0
"2912",2912,1784.98095698,145285.977799,100.190045081,0,0,0,0
"2913",2913,3726,781550,814.821953663,0,0,0,0
"2914",2914,3726,781550,2037.65042771,0,0,0,0
"2915",2915,3726,781550,3262.10878343,1,641.621403732,0.641621403732,0.000820960148080097
"2916",2916,3726,781550,4429.97917106,3,825.041588556,0.825041588556,0.00105564786457168
"2917",2917,3726,781550,5533.64861836,18,10423.5794942,10.4235794942,0.0133370603214126
"2918",2918,3726,781550,4440.90929252,6,3539.99107643,3.53999107643,0.00452944926931098
"2919",2919,3726,781550,3231.50815588,1,639.751148677,0.639751148677,0.000818567140524598
"2920",2920,3726,781550,2040.79998498,0,0,0,0
"2921",2921,3726,781550,930.076358889,0,0,0,0
"2922",2922,2309.68613055,297277.7588,211.737469768,0,0,0,0
"2923",2923,1612.32231457,105776.9867,730.377057041,0,0,0,0
"2924",2924,3193.15412993,602337.2674,453.156224544,0,0,0,0
"2925",2925,1972.66684071,218186.8447,169.611053128,0,0,0,0
"2926",2926,3726,781550,935.862912818,0,0,0,0
"2927",2927,3726,781550,2136.96227607,0,0,0,0
"2928",2928,3726,781550,3338.06163932,1,642.432528498,0.642432528498,0.000821997989249568
"2929",2929,3726,781550,4542.77428112,3,1926.15612899,1.92615612899,0.00246453346425693
"2930",2930,3726,781550,5602.37273473,17,10134.9817045,10.1349817045,0.0129677969477321
"2931",2931,3726,781550,4381.62492034,5,2716.74859145,2.71674859145,0.00347610337336063
"2932",2932,3726,781550,3160.87710594,1,639.81041268,0.63981041268,0.000818642969330177
"2933",2933,3726,781550,1940.12929155,0,0,0,0
"2934",2934,3726,781550,719.381477154,0,0,0,0
"2935",2935,1683.90329452,90008.2784124,43.254193796,0,0,0,0
"2936",2936,1768.03651457,155449.8165,863.871889993,0,0,0,0
"2937",2937,3612.49521419,746674.018326,530.130901353,0,0,0,0
"2938",2938,1689.98530153,81987.0408364,87.9225009219,0,0,0,0
"2939",2939,306.485820096,3985.50941595,20.8826559299,0,0,0,0
"2940",2940,1042.80701438,44836.8517916,64.3401413956,0,0,0,0
"2941",2941,2193.04314973,298512.478371,232.724952725,0,0,0,0
"2942",2942,3726,781550,1061.27621919,0,0,0,0
"2943",2943,3726,781550,2262.37558244,0,0,0,0
"2944",2944,3726,781550,3430.75673677,1,641.56763552,0.64156763552,0.000820891351186744
"2945",2945,3726,781550,4610.83025084,3,1926.69349333,1.92669349333,0.00246522102658819
"2946",2946,3726,781550,5549.26026048,18,11288.4600363,11.2884600363,0.0144436824723946
"2947",2947,3726,781550,4328.51244608,3,1561.22889321,1.56122889321,0.00199760590264219
"2948",2948,3726,781550,3107.76463169,1,639.922968112,0.639922968112,0.000818786984981127
"2949",2949,3726,781550,1887.01681729,0,0,0,0
"2950",2950,3726,781550,666.269002901,0,0,0,0
"2951",2951,1390.40191517,35785.2924001,30.0503932713,0,0,0,0
"2952",2952,1923.75060246,205122.6144,1051.52759506,0,0,0,0
"2953",2953,3726,781550,908.324586637,0,0,0,0
"2954",2954,3629.82761284,749266.655615,329.141929973,0,0,0,0
"2955",2955,2585.20510633,337928.560331,251.097966795,0,0,0,0
"2956",2956,2112.88838794,205974.277797,176.755812774,0,0,0,0
"2957",2957,3479.17779988,350190.182438,143.252573443,0,0,0,0
"2958",2958,1692.61187429,131930.526731,103.532618385,0,0,0,0
"2959",2959,2060.79647423,234925.8593,177.876504291,0,0,0,0
"2960",2960,3726,781550,911.632942207,0,0,0,0
"2961",2961,3726,781550,2080.40416576,0,0,0,0
"2962",2962,3726,781550,3288.84406867,1,642.116105044,0.642116105044,0.000821593122697204
"2963",2963,3726,781550,4506.2355823,6,3272.20395589,3.27220395589,0.00418681332722155
"2964",2964,3726,781550,5496.14778622,18,10214.6011856,10.2146011856,0.0130696707639946
"2965",2965,3726,781550,4275.39997183,2,1286.40447308,1.28640447308,0.00164596567472331
"2966",2966,3726,781550,3054.65215744,1,641.063415532,0.641063415532,0.000820246197341181
"2967",2967,3726,781550,1833.90434304,0,0,0,0
"2968",2968,3703.13833049,778143.616213,615.875359088,0,0,0,0
"2969",2969,735.520693007,5187.90455438,9.77959098793,0,0,0,0
"2970",2970,2079.46471457,254795.4123,1470.64515631,0,0,0,0
"2971",2971,3726,781550,1407.7591904,0,0,0,0
"2972",2972,3726,781550,942.984357047,0,0,0,0
"2973",2973,3652.12152674,751990.329774,470.077420826,0,0,0,0
"2974",2974,3646.65409564,748826.481694,447.395011707,0,0,0,0
"2975",2975,3726,781550,465.024097329,0,0,0,0
"2976",2976,1862.19712023,166540.540193,119.267887504,0,0,0,0
"2977",2977,832.074022514,22716.2297622,47.3300294623,0,0,0,0
"2978",2978,2112.76207995,209841.003425,148.619839218,0,0,0,0
"2979",2979,3726,781550,837.501760549,0,0,0,0
"2980",2980,3726,781550,2046.60035524,0,0,0,0
"2981",2981,3726,781550,3267.56588751,1,639.945819765,0.639945819765,0.000818816223869234
"2982",2982,3726,781550,4490.72941117,7,4437.51269893,4.43751269893,0.0056778359656196
"2983",2983,3726,781550,5443.03531197,16,9362.04913774,9.36204913774,0.0119788230282643
"2984",2984,3726,781550,4222.28749758,2,975.058604477,0.975058604477,0.00124759593689079
"2985",2985,3726,781550,3001.53968318,1,644.714110081,0.644714110081,0.000824917292663297
"2986",2986,3726,781550,1780.79186879,0,0,0,0
"2987",2987,3627.2120235,749327.7143,585.309398133,0,0,0,0
"2988",2988,2235.17891457,304468.2421,1967.89209411,0,0,0,0
"2989",2989,3726,781550,1920.03207926,0,0,0,0
"2990",2990,3726,781550,1571.84894442,0,0,0,0
"2991",2991,3726,781550,940.534292713,0,0,0,0
"2992",2992,3726,781550,933.920026313,0,0,0,0
"2993",2993,3726,781550,1002.55033893,0,0,0,0
"2994",2994,2255.93310116,300727.175449,223.98475923,0,0,0,0
"2995",2995,2363.71738806,300699.254331,230.799540606,0,0,0,0
"2996",2996,2848.9124852,361312.808687,224.044639349,0,0,0,0
"2997",2997,2649.00604061,426541.44831,314.172632001,0,0,0,0
"2998",2998,3726,781550,1126.47967707,0,0,0,0
"2999",2999,3726,781550,2205.25566209,0,0,0,0
"3000",3000,3726,781550,3369.20856439,1,638.602675651,0.638602675651,0.000817097659332097
"3001",3001,3726,781550,4565.21961854,8,4640.67918059,4.64067918059,0.00593778924008701
"3002",3002,3726,781550,5416.16211364,16,9538.9495037,9.5389495037,0.0122051685800013
"3003",3003,3726,781550,4191.3432734,2,993.446796575,0.993446796575,0.00127112378808138
"3004",3004,3726,781550,2966.67403496,1,247.319855979,0.247319855979,0.000316447899659651
"3005",3005,3726,781550,1742.46986314,0,0,0,0
"3006",3006,3661.55051853,742017.158672,552.891564587,0,0,0,0
"3007",3007,25.4732119914,15.536035623,0.899304914706,0,0,0,0
"3008",3008,2390.89300246,354141.04,2528.88111128,0,0,0,0
"3009",3009,3726,781550,2484.8754004,0,0,0,0
"3010",3010,3726,781550,2200.7135318,0,0,0,0
"3011",3011,3726,781550,1533.57666308,0,0,0,0
"3012",3012,3726,781550,1529.14169054,0,0,0,0
"3013",3013,3726,781550,1238.11129616,0,0,0,0
"3014",3014,2564.69917858,408645.858501,317.080720637,0,0,0,0
"3015",3015,2731.5932298,291717.256745,145.395662928,0,0,0,0
"3016",3016,3245.60183402,453764.249011,184.729867096,0,0,0,0
"3017",3017,3078.91061356,189165.823174,74.7889736365,0,0,0,0
"3018",3018,3410.81141246,630239.163095,322.290983466,0,0,0,0
"3019",3019,3625.15328969,766335.602475,514.367382136,0,0,0,0
"3020",3020,1927.76888498,155259.669777,128.930569152,0,0,0,0
"3021",3021,3160.61678662,587304.2329,433.30124372,0,0,0,0
"3022",3022,3726,781550,1435.10657101,0,0,0,0
"3023",3023,3726,781550,2506.27818393,0,0,0,0
"3024",3024,3726,781550,3583.32720687,1,638.508375111,0.638508375111,0.000816977000973706
"3025",3025,3726,781550,4725.45211452,9,5246.19167606,5.24619167606,0.00671254772702962
"3026",3026,3726,781550,5463.18665217,15,9527.40271577,9.52740271577,0.0121903943647495
"3027",3027,3726,781550,4251.93541704,1,644.730459878,0.644730459878,0.00082493821237029
"3028",3028,3726,781550,3051.6800594,0,0,0,0
"3029",3029,3726,781550,1862.8611712,0,0,0,0
"3030",3030,3726,781550,674.091036647,0,0,0,0
"3031",3031,1459.71446672,52402.2257003,52.2532136826,0,0,0,0
"3032",3032,2546.60711457,403813.8379,2384.52143773,0,0,0,0
"3033",3033,3726,781550,2240.95783676,0,0,0,0
"3034",3034,3726,781550,2073.41427188,0,0,0,0
"3035",3035,3726,781550,2152.48647087,0,0,0,0
"3036",3036,3726,781550,1767.81886319,0,0,0,0
"3037",3037,3726,781550,1336.20653565,0,0,0,0
"3038",3038,4115.20321829,579469.193274,247.646068894,0,0,0,0
"3039",3039,3644.38151451,771449.085703,563.506178903,0,0,0,0
"3040",3040,3726,781550,616.32531968,0,0,0,0
"3041",3041,3726,781550,375.605957082,0,0,0,0
"3042",3042,3726,781550,758.159201238,0,0,0,0
"3043",3043,3726,781550,1011.44117417,0,0,0,0
"3044",3044,3305.13788937,595873.231406,374.221996267,0,0,0,0
"3045",3045,358.240132855,4036.13638208,17.1837905675,0,0,0,0
"3046",3046,3574.91745376,736188.067791,547.879519482,0,0,0,0
"3047",3047,3726,781550,1659.4815286,0,0,0,0
"3048",3048,3726,781550,2806.22662211,0,0,0,0
"3049",3049,3726,781550,3886.07669078,1,638.685543551,0.638685543551,0.000817203689528501
"3050",3050,3726,781550,4963.12937649,9,5782.2890636,5.7822890636,0.00739848898163905
"3051",3051,3726,781550,5583.18759802,14,8989.87424043,8.98987424043,0.0115026220208944
"3052",3052,3726,781550,4394.41746347,1,645.532366547,0.645532366547,0.000825964258904741
"3053",3053,3726,781550,3205.64732892,0,0,0,0
"3054",3054,3726,781550,2016.87719437,0,0,0,0
"3055",3055,3726,781550,828.107059826,0,0,0,0
"3056",3056,1777.13439086,153659.1738,121.089824791,0,0,0,0
"3057",3057,2702.32131457,453486.6677,1761.8719477,0,0,0,0
"3058",3058,3726,781550,1611.3246187,0,0,0,0
"3059",3059,3726,781550,1435.44948818,0,0,0,0
"3060",3060,3726,781550,1704.2373641,0,0,0,0
"3061",3061,3726,781550,1134.96061338,0,0,0,0
"3062",3062,3726,781550,1469.32588633,0,0,0,0
"3063",3063,3726,781550,549.525325531,0,0,0,0
"3064",3064,3726,781550,956.708658675,0,0,0,0
"3065",3065,3726,781550,1234.63504906,0,0,0,0
"3066",3066,3726,781550,1011.84384654,0,0,0,0
"3067",3067,3726,781550,1280.75891553,0,0,0,0
"3068",3068,3726,781550,1519.31382447,0,0,0,0
"3069",3069,3699.21388185,780479.756083,648.463207408,0,0,0,0
"3070",3070,3626.46144568,566458.521886,219.644343399,0,0,0,0
"3071",3071,3648.29007301,591924.594447,179.748509875,0,0,0,0
"3072",3072,3726,781550,737.202699558,0,0,0,0
"3073",3073,3726,781550,1883.85648618,0,0,0,0
"3074",3074,3726,781550,3030.6015797,0,0,0,0
"3075",3075,3726,781550,4177.34667321,1,638.618294168,0.638618294168,0.00081711764335999
"3076",3076,3726,781550,5265.87519764,10,6255.88116735,6.25588116735,0.00800445418380142
"3077",3077,3726,781550,5737.2036212,15,8820.15522329,8.82015522329,0.0112854650672254
"3078",3078,3726,781550,4548.43348665,1,646.992020669,0.646992020669,0.000827831899007101
"3079",3079,3726,781550,3359.6633521,0,0,0,0
"3080",3080,3726,781550,2170.89321755,0,0,0,0
"3081",3081,3726,781550,982.358757334,0,0,0,0
"3082",3082,2907.44364455,380499.236771,165.168634719,0,0,0,0
"3083",3083,2858.03540246,503159.4656,1143.32742973,0,0,0,0
"3084",3084,3726,781550,981.691400637,0,0,0,0
"3085",3085,3726,781550,797.541048117,0,0,0,0
"3086",3086,3726,781550,1193.22933067,0,0,0,0
"3087",3087,3726,781550,511.923320608,0,0,0,0
"3088",3088,3726,781550,996.899038398,0,0,0,0
"3089",3089,3726,781550,1110.00806661,0,0,0,0
"3090",3090,3726,781550,1236.31908111,0,0,0,0
"3091",3091,3726,781550,682.877368149,0,0,0,0
"3092",3092,3726,781550,1039.91680772,0,0,0,0
"3093",3093,3726,781550,930.371987218,0,0,0,0
"3094",3094,3726,781550,1336.36842138,0,0,0,0
"3095",3095,3726,781550,1042.66002762,0,0,0,0
"3096",3096,3726,781550,765.804461695,0,0,0,0
"3097",3097,3726,781550,743.042041936,0,0,0,0
"3098",3098,3726,781550,1138.04629928,0,0,0,0
"3099",3099,3726,781550,2115.73514336,0,0,0,0
"3100",3100,3726,781550,3254.97653728,0,0,0,0
"3101",3101,3726,781550,4401.7216308,2,1003.31017078,1.00331017078,0.00128374406087902
"3102",3102,3726,781550,5548.46672431,10,6421.7402539,6.4217402539,0.00821667232282004
"3103",3103,3726,781550,5891.21964437,14,8995.64725346,8.99564725346,0.0115100086411106
"3104",3104,3726,781550,4702.44950983,1,647.469487548,0.647469487548,0.000828442822017785
"3105",3105,3726,781550,3514.0239155,0,0,0,0
"3106",3106,3726,781550,2350.35696995,0,0,0,0
"3107",3107,3726,781550,1216.20752871,0,0,0,0
"3108",3108,3170.71943194,465237.939415,237.529951678,0,0,0,0
"3109",3109,3013.74951457,552832.2635,569.108909773,0,0,0,0
"3110",3110,3668.62670198,769629.356208,357.829325522,0,0,0,0
"3111",3111,3704.84363694,686400.396014,199.639092871,0,0,0,0
"3112",3112,3726,781550,555.492453142,0,0,0,0
"3113",3113,4118.49404824,558675.961761,82.8492071845,0,0,0,0
"3114",3114,3661.741766,771504.950746,376.426501405,0,0,0,0
"3115",3115,3726,781550,472.442378205,0,0,0,0
"3116",3116,3726,781550,840.884933787,0,0,0,0
"3117",3117,3964.84048434,658583.120894,88.870065977,0,0,0,0
"3118",3118,3726,781550,451.820129848,0,0,0,0
"3119",3119,3766.67369171,777042.036552,344.082603504,0,0,0,0
"3120",3120,3726,781550,922.556296683,0,0,0,0
"3121",3121,3726,781550,1551.62016563,0,0,0,0
"3122",3122,3726,781550,1399.3070702,0,0,0,0
"3123",3123,3726,781550,1378.52943193,0,0,0,0
"3124",3124,3726,781550,1691.42512054,0,0,0,0
"3125",3125,3726,781550,2458.06931471,0,0,0,0
"3126",3126,3726,781550,3496.36104735,0,0,0,0
"3127",3127,3726,781550,4626.09658838,2,1285.65103181,1.28565103181,0.00164500164008701
"3128",3128,3726,781550,5772.8416819,12,7042.5861655,7.0425861655,0.00901105004862133
"3129",3129,3726,781550,6045.72472325,14,8372.66440371,8.37266440371,0.010712896684422
"3130",3130,3726,781550,4870.73929058,1,647.409971597,0.647409971597,0.000828366670842556
"3131",3131,3726,781550,3727.07759227,0,0,0,0
"3132",3132,3726,781550,2531.95733485,0,0,0,0
"3133",3133,3726,781550,1389.87715722,0,0,0,0
"3134",3134,3458.19142452,670997.533774,444.80394733,0,0,0,0
"3135",3135,181.08831811,1329.66279186,11.6853751822,0,0,0,0
"3136",3136,2816.32983908,372350.812643,193.321761469,0,0,0,0
"3137",3137,1835.55091587,58147.8136296,45.370282838,0,0,0,0
"3138",3138,793.726953622,23859.575753,49.9267689821,0,0,0,0
"3139",3139,2890.99062156,289068.132174,118.88145302,0,0,0,0
"3140",3140,1268.98536519,63822.2002817,72.7947180077,0,0,0,0
"3141",3141,2224.94860542,166380.880174,184.17879004,0,0,0,0
"3142",3142,3455.84502691,354443.633923,37.3372480501,0,0,0,0
"3143",3143,3468.55111568,715126.594582,349.259524947,0,0,0,0
"3144",3144,1892.85236799,84651.9184687,0,0,0,0,0
"3145",3145,3391.21458298,278391.355906,74.5892230707,0,0,0,0
"3146",3146,3183.86493467,207458.668548,0,0,0,0,0
"3147",3147,3590.03516648,754358.903951,529.87302257,0,0,0,0
"3148",3148,3726,781550,1443.21065828,0,0,0,0
"3149",3149,3726,781550,2032.87637237,0,0,0,0
"3150",3150,3726,781550,2015.53324204,0,0,0,0
"3151",3151,3726,781550,2284.97645421,0,0,0,0
"3152",3152,3726,781550,2902.06173521,0,0,0,0
"3153",3153,3726,781550,3821.57011352,0,0,0,0
"3154",3154,3726,781550,4877.3029381,2,1285.26579277,1.28526579277,0.00164450872339582
"3155",3155,3726,781550,5997.75122588,13,8222.78873804,8.22278873804,0.0105211294709743
"3156",3156,3726,781550,6238.20297801,12,7191.41634303,7.19141634303,0.00920147955093084
"3157",3157,3726,781550,5063.53064289,1,647.483263983,0.647483263983,0.000828460449085791
"3158",3158,3726,781550,3893.30105927,0,0,0,0
"3159",3159,3726,781550,2770.82906452,0,0,0,0
"3160",3160,3726,781550,1739.74500017,0,0,0,0
"3161",3161,3726,781550,721.522053715,0,0,0,0
"3162",3162,1693.18576028,138853.026572,145.688162184,0,0,0,0
"3163",3163,441.16629954,7639.8891026,26.8182434457,0,0,0,0
"3164",3164,949.159541166,10202.6110412,22.0171086921,0,0,0,0
"3165",3165,2953.3454275,471569.5336,294.294932402,0,0,0,0
"3166",3166,3726,781550,1021.36764259,0,0,0,0
"3167",3167,3726,781550,1534.01260655,0,0,0,0
"3168",3168,3726,781550,1797.68063898,0,0,0,0
"3169",3169,3726,781550,2335.63702436,0,0,0,0
"3170",3170,3726,781550,3181.16778818,0,0,0,0
"3171",3171,3726,781550,4217.3103613,0,0,0,0
"3172",3172,3726,781550,5194.42292359,2,1285.90001659,1.28590001659,0.00164532021827138
"3173",3173,3726,781550,6258.35164613,15,9161.27397028,9.16127397028,0.0117219294610454
"3174",3174,3726,781550,6418.94973995,11,6251.27771075,6.25127771075,0.00799856402117587
"3175",3175,3726,781550,5264.98968002,1,646.677659453,0.646677659453,0.000827429671106135
"3176",3176,3726,781550,4151.93531951,0,0,0,0
"3177",3177,3726,781550,2978.32567431,0,0,0,0
"3178",3178,3726,781550,1796.33081086,0,0,0,0
"3179",3179,3726,781550,710.338645151,0,0,0,0
"3180",3180,1684.97041592,129285.489858,120.968138291,0,0,0,0
"3181",3181,1653.2592956,125754.36923,121.760069535,0,0,0,0
"3182",3182,3632.97754587,768576.266557,520.657433228,0,0,0,0
"3183",3183,3726,781550,896.899833841,0,0,0,0
"3184",3184,3726,781550,1217.3972362,0,0,0,0
"3185",3185,3726,781550,1838.20200739,0,0,0,0
"3186",3186,3726,781550,2836.12672618,0,0,0,0
"3187",3187,3726,781550,3962.56470224,0,0,0,0
"3188",3188,3726,781550,5112.05106181,2,1285.35836207,1.28535836207,0.00164462716661762
"3189",3189,3726,781550,6284.01472135,16,9760.52472075,9.76052472075,0.0124886759909795
"3190",3190,3726,781550,6522.99139676,9,5656.3410003,5.6563410003,0.00723733734284435
"3191",3191,3726,781550,5306.04384888,1,647.186748734,0.647186748734,0.000828081055254302
"3192",3192,3726,781550,4093.04947179,0,0,0,0
"3193",3193,3726,781550,2880.874332,0,0,0,0
"3194",3194,3726,781550,1668.69919221,0,0,0,0
"3195",3195,3572.31649671,703119.624755,516.98931125,0,0,0,0
"3196",3196,112.483101568,494.585341488,6.94922058516,0,0,0,0
"3197",3197,2802.40913692,366624.069962,223.774898703,0,0,0,0
"3198",3198,3645.49116872,718466.931554,285.646328811,0,0,0,0
"3199",3199,3726,781550,637.113833419,0,0,0,0
"3200",3200,3726,781550,1454.94361759,0,0,0,0
"3201",3201,3726,781550,2591.62242744,0,0,0,0
"3202",3202,3726,781550,3752.5518206,0,0,0,0
"3203",3203,3726,781550,4943.29547224,2,1286.56784929,1.28656784929,0.00164617471600026
"3204",3204,3726,781550,6147.5153587,17,10785.2932384,10.7852932384,0.013799876192694
"3205",3205,3726,781550,6488.23553446,8,4630.14652316,4.63014652316,0.00592431261360118
"3206",3206,3726,781550,5263.25801331,1,645.815496589,0.645815496589,0.000826326526247841
"3207",3207,3726,781550,4038.2941298,0,0,0,0
"3208",3208,3726,781550,2813.36169784,0,0,0,0
"3209",3209,3726,781550,1588.53347683,0,0,0,0
